material_id,formula,provenance,Number of Atoms_ours,Volume (A3)_ours,Density (g cm-3)_ours,Atomic mass (amu)_ours,K_VRH_pred,G_VRH_pred,K_VRH_spread_log10,G_VRH_spread_log10,Poisson ratio_ours,Gruneisen parameter_ours,Kappa_Slack (W m-1 K-1)_ours,Kappa_cal (W m-1 K-1)_ours,Kappa_cal_p05,Kappa_cal_p50,Kappa_cal_p95,Bulk modulus (GPa),Shear modulus (GPa),Number of Atoms_ref,Volume (A3)_ref,Density (g cm-3)_ref,Atomic mass (amu)_ref,Sound velocity longitudinal (m s-1),Sound velocity transverse (m s-1),Speed of sound (m s-1),Acoustic Debye Temperature (K),Poisson ratio_ref,Gruneisen parameter_ref,Kappa_Slack (W m-1 K-1)_ref,Kappa_cal (W m-1 K-1)_ref
mp-555073,La3As2ClO7,unseen,52,968.11707,4.89874,2856.03364,78.4088,31.9348,0.0395,0.0462,0.3207,1.9087,0.97055,0.85862,0.54463,0.85201,1.35504,74.38461,32.263374,52,968.1170707367336,4.898741675694996,2856.03364,4895.491623563545,2566.3307293065004,2870.388009288911,86.38556766042775,0.3105254616555141,1.839895866043463,1.0635838938150763,0.932778384575264
mp-675590,Cu6BiS6,unseen,13,250.93807,5.17903,782.6464,58.7633,19.9637,0.017,0.0246,0.34741,2.11026,0.96636,0.86355,0.66706,0.86581,1.09975,65.57107,20.828323,13,250.9380707373693,5.1790265244756775,782.6464,4245.363315422936,2005.40959330621,2256.6535964427158,106.51708120712136,0.356383805876227,2.185721445298115,0.95757821459787,0.8544041883588704
mp-9780,RbHfAgTe3,unseen,12,402.40677,6.22796,1509.252,20.4498,12.2186,0.0263,0.0079,0.25087,1.50419,1.08021,0.86588,0.76778,0.86659,0.97721,28.875463,12.168356,12,402.40677431756967,6.227956562351102,1509.252,2691.0091985027725,1397.793977813002,1564.3564312100086,63.08466887696896,0.3152479263285627,1.87134005013954,0.6821590781969593,0.600861276441021
mp-850371,Na6V2B4AsO16,unseen,58,702.17316,2.90394,1227.95523,61.3588,28.4769,0.0757,0.0439,0.29904,1.76677,1.00378,0.86937,0.49309,0.86119,1.45546,64.674286,35.471443,58,702.1731566049166,2.9039384621552475,1227.95523136,6209.494535838316,3494.9882879293,3888.479195431532,130.24915538295454,0.2681547447186075,1.5911126805434634,1.7344941549529374,1.435200767882024
mp-23846,KHF2,val,8,105.10417,2.4679,156.20609,23.2712,10.9225,0.0462,0.0417,0.29707,1.75471,1.00992,0.87258,0.55535,0.87307,1.31535,29.274536,9.881412,8,105.10416717191688,2.467897580820652,156.2060928,4147.381791938168,2000.994651039824,2249.229868213381,141.89608305883095,0.3482972854680596,2.117504642550656,0.5885154056094245,0.5258892817292145
mp-781595,CoTe2O5,unseen,64,965.67776,5.42184,3153.04156,27.5763,23.6704,0.0477,0.0445,0.1663,1.16544,1.32607,0.87332,0.56355,0.86918,1.30646,39.78793,18.989773,64,965.6777636760698,5.421838312168862,3153.04156,3465.31449541162,1871.4860889360093,2088.8576196123468,62.91796081587802,0.294116912343659,1.7368376939280372,0.4177238862119871,0.3595608755768285
mp-27228,Tl6Si2O7,unseen,30,647.26891,7.15488,2788.9332,21.6698,17.6906,0.0892,0.0123,0.17913,1.20928,1.29128,0.87887,0.62864,0.87586,1.15047,33.222225,16.628696,30,647.2689144159564,7.154881743991735,2788.9332,2782.46323326879,1524.5015581634702,1699.746734555866,58.501343841778194,0.2855198928955736,1.6863843292920326,0.5914271040164971,0.5030842753211608
mp-759673,LiBiP2O7,unseen,44,629.94605,4.11074,1559.4589,34.6776,22.1817,0.0437,0.0746,0.23638,1.4367,1.13275,0.8817,0.41604,0.8834,1.78718,38.635914,18.733406,44,629.9460526169895,4.110736804247119,1559.458896,3933.831874913012,2134.757449906169,2381.865577149741,82.72294845372922,0.2912962745905844,1.7200294720219391,0.6050669861097067,0.5188739628855387
mp-867806,LiLa2Ir,unseen,4,98.05652,8.07724,476.96894,66.3072,16.5784,0.0322,0.0871,0.38461,2.45444,1.01803,0.88576,0.3729,0.89397,2.17965,67.6872,22.528847,4,98.05651536417876,8.077235424793566,476.96894,3478.347282910944,1670.0832089626308,1877.7478303544196,121.23322565961496,0.3502007924557514,2.133248641456807,2.1552177115888527,1.925583418230666
mp-11082,CeCdAu,unseen,9,221.44023,10.11201,1348.48071,69.1701,21.6782,0.0047,0.0895,0.35812,2.20083,0.99389,0.88626,0.38092,0.89575,2.18166,69.54955,26.326347,9,221.44022956061733,10.112005854136816,1348.4807070000002,3217.02003318068,1613.5285243375213,1809.745430889307,89.05846214237532,0.3319416162626634,1.9896055204936849,1.6392529290817008,1.4598956495902262
mp-677073,K2I2O3,unseen,14,347.99954,3.62651,760.00748,25.045,13.0314,0.0118,0.0146,0.27829,1.6457,1.05644,0.88887,0.77494,0.88724,1.02325,20.121138,9.163501,14,347.999540894983,3.6265051096497847,760.00748,2986.208127607876,1589.5952774844454,1776.06155073189,75.17527044412948,0.3023031537625975,1.7870932566531053,0.5249382589023702,0.4563922724290255
mp-554310,TlBiS2,unseen,4,109.05073,7.2709,477.4937,23.5468,10.3688,0.0418,0.0745,0.30801,1.82347,1.01737,0.89001,0.41862,0.88988,1.81587,24.592247,10.63758,4,109.05072802847648,7.2709000512689475,477.4937,2309.3282576254587,1209.5597611925464,1352.9459794238933,84.31033409459859,0.3109755669769932,1.84285686108082,1.0342216335475585,0.9074214032558192
mp-541090,Ce(SeO3)2,unseen,36,530.465,4.93383,1576.1296,42.0404,23.5906,0.0308,0.0417,0.26364,1.56769,1.09212,0.89654,0.58506,0.90896,1.34918,46.430157,24.646944,36,530.464996416793,4.933831254013346,1576.1296,4008.8941311969047,2235.0610677432114,2488.609160447881,91.52667001876704,0.27448456707313,1.6248632566275012,1.0826766512329893,0.9054110616943472
mp-768141,Na2DyPCO7,unseen,24,339.97224,3.55052,726.9196,51.202,21.6801,0.0283,0.0279,0.31447,1.86613,1.02149,0.89914,0.67546,0.89647,1.20563,52.922176,25.324715,24,339.9722400462187,3.5505204703166404,726.9196011199999,4941.225076295367,2670.7071550824085,2980.7331176131747,127.1506206056039,0.2936508439751044,1.734042854590639,1.5019151005445022,1.292005576221048
mp-774173,Li8MnFe7(BO3)8,unseen,48,502.94985,3.20867,971.85464,89.2897,33.5992,0.0125,0.1242,0.33282,1.99617,1.02707,0.91504,0.28311,0.92523,3.1523,96.13954,38.76708,48,502.9498543527509,3.208674967031631,971.854645,6787.610711982229,3475.9112027616857,3893.657131704264,145.76704632606203,0.3222702978248665,1.9196925656789607,1.380330927779183,1.2225162435416346
mp-19469,Na5Tb(MoO4)4,unseen,52,729.83257,4.15742,1827.24919,47.0306,26.696,0.0165,0.0493,0.26134,1.55596,1.12013,0.91574,0.5636,0.90902,1.4491,60.879192,24.719902,52,729.8325707148268,4.15741746127485,1827.2491928,4750.945181093815,2438.437085667564,2731.1071631860978,90.31104577484952,0.3211791001068812,1.9120501401289292,0.6506401111776632,0.5758055178479504
mp-976190,K3TlAu5,unseen,18,475.20513,9.13085,2613.02209,43.85,21.0876,0.048,0.0474,0.29277,1.72877,1.06764,0.91736,0.56338,0.91589,1.51769,39.168343,24.210102,18,475.20512641993577,9.130846927273302,2613.02209,2797.312345081482,1628.331330775746,1806.440739290632,68.91914647233763,0.2437454055907907,1.4704219438233108,1.837915532447472,1.4525267950868144
mp-770620,Li6V(NiO2)3,unseen,64,143.71138,16.85431,1458.6564,137.3119,73.4726,0.0343,0.0582,0.27296,1.61662,1.10901,0.92511,0.51325,0.94222,1.66252,149.33076,51.22881,64,143.71138151962103,16.854308369441842,1458.6563999999998,3593.4345072443302,1743.4185530647649,1959.1147950216575,111.3540558362344,0.3460737773947144,2.099350644444375,0.3754506564846224,0.3355059720660211
mp-555002,LiEr2S2O8F3,unseen,64,774.9964,5.0616,2362.31764,81.3865,37.5062,0.0332,0.0333,0.30026,1.77435,1.06679,0.92529,0.66034,0.92792,1.29899,59.290028,34.461655,64,774.9964028862239,5.06159863084928,2362.3176383999994,4559.78427402213,2609.3011823480742,2899.052491245126,93.9649874985432,0.2565484862155144,1.5319346302000598,1.2747276262808327,1.0329519506301024
mp-28376,CuAuF5,train,7,95.16946,6.20293,355.50458,34.5331,15.1574,0.0623,0.0364,0.30855,1.82698,1.05885,0.92681,0.60331,0.92734,1.42468,37.409885,15.51291,7,95.16945531973408,6.202927720762963,355.504585,3060.316913117488,1581.42381480555,1770.462962813511,115.450954644918,0.3178417301087366,1.888972937417678,1.022966577570669,0.9030036184475826
mp-558169,NaCaAlF6,unseen,72,899.7811,3.01243,1632.31782,55.363,29.8194,0.0425,0.0586,0.27168,1.6098,1.12099,0.93313,0.51186,0.9291,1.64457,55.564613,29.52685,72,899.7811008325267,3.012429917584381,1632.31781664,5613.734045229323,3130.7621954031997,3485.8342892957608,107.4989755847574,0.274283360887338,1.6237736699277143,1.0848805473368013,0.9069564666904092
mp-862933,PmMgAu2,unseen,4,86.21508,10.84821,563.23814,81.0094,19.8166,0.0149,0.0525,0.38691,2.47879,1.07761,0.93417,0.5594,0.92443,1.54092,82.58136,20.574074,4,86.21508414957952,10.84820530514225,563.2381379999999,3184.519851844028,1377.1498486162686,1555.7494382734894,104.8467833429898,0.3849831429653794,2.45840282876128,1.1595824599112323,1.008329134213097
mp-21741,K2In2As3,unseen,56,1658.41355,4.26624,4260.7792,28.0985,20.4366,0.0268,0.0358,0.2073,1.3141,1.28293,0.93564,0.65669,0.9352,1.30784,28.496845,18.688984,56,1658.4135469594887,4.266240069380313,4260.7792,3538.432863233574,2093.0046825624368,2318.53008727077,58.31652908141896,0.2309118241701266,1.4123902985425805,0.966508411914952,0.7435783850454593
mp-698160,Al3P2H14(O5F)3,unseen,74,658.5235,2.28957,907.97902,40.2973,26.2755,0.0187,0.0278,0.23219,1.41801,1.21333,0.93604,0.71483,0.93683,1.21984,48.703102,24.595743,74,658.5234987419963,2.289568462412249,907.9790188,5966.163026726399,3277.578919406671,3653.6005016916574,125.02796895574792,0.2838750630303148,1.6769895823655308,0.7758047586519726,0.6583312372125196
mp-866639,KSr2Cd2Sb3,unseen,32,1054.41701,5.06746,3217.7612,33.3679,19.1611,0.0119,0.0094,0.25901,1.5442,1.15134,0.93725,0.84674,0.93414,1.03036,34.93464,19.94956,32,1054.4170111475676,5.067462048283577,3217.7612,3484.676748894656,1984.1358773483405,2205.4031554458797,64.5100037756996,0.260132200123024,1.549846696685612,1.2138996301621967,0.9902184387416512
mp-555800,La2Si2O7,unseen,132,1787.70276,4.97105,5351.73288,124.4299,53.4565,0.0263,0.0073,0.3121,1.8503,1.07563,0.94476,0.83375,0.94665,1.07531,117.36017,58.261185,132,1787.7027616463772,4.97105096234204,5351.73288,6263.825962911482,3423.4622865084843,3817.711575712589,93.6514605310516,0.2870268141044712,1.6950628410298691,1.4680724206922855,1.251495342171633
mp-34580,Er3Pb4F17,unseen,48,655.52506,8.37736,3307.09971,85.2779,38.8566,0.0399,0.0772,0.30222,1.78655,1.08702,0.94498,0.43838,0.9555,2.02812,82.91618,27.714836,48,655.5250568814571,8.377358292605173,3307.0997087999995,3782.687176558025,1818.8739890571908,2044.882206739783,70.08338566185763,0.3496283468261805,2.128494037416722,0.4553985735985945,0.4069002982685027
mp-978256,Mg2TlPb,val,4,100.21588,7.62523,460.1933,40.5882,13.6189,0.0292,0.0342,0.34911,2.12418,1.05946,0.94667,0.65819,0.95472,1.35438,45.348362,20.121082,4,100.2158830735302,7.625227962562955,460.1933,3076.6025571048,1624.423459663872,1816.000897781008,116.39841948964964,0.3067339039178274,1.815247233869712,2.6355504299356314,2.302571560457024
mp-1007692,HfPd,unseen,4,73.46189,12.88026,569.82,136.5879,26.172,0.0251,0.1432,0.40995,2.74606,1.15206,0.94728,0.2478,0.89847,4.04917,147.27013,38.656567,4,73.46188512781332,12.880262609729185,569.82,3928.7931842386897,1732.404409025622,1955.5540408007128,139.01415026632793,0.3793156276482659,2.4000533152064576,2.7305104522696677,2.393330180823257
mp-767609,LiVF5,unseen,28,328.0242,3.09555,611.49806,30.9672,18.7609,0.0781,0.0539,0.24798,1.49034,1.18968,0.94823,0.52713,0.95718,1.62379,43.345898,23.394625,28,328.0241973049913,3.095553420093657,611.498064,4907.06525825716,2749.089568274092,3059.76050087779,132.08759023167622,0.2712871694773811,1.607679683082757,1.4154727238803777,1.1774788763019628
mp-26209,LiBiP2O7,unseen,22,325.47558,3.97809,779.72945,39.7205,19.8221,0.0194,0.0676,0.28607,1.68953,1.11506,0.94925,0.48801,0.93849,1.73767,40.141697,20.38595,22,325.4755775969141,3.978090218476967,779.729448,4113.810775379088,2263.7484407970146,2523.134335425272,109.20540030297688,0.2828371805450267,1.671102959685699,1.1897665449981325,1.008051517346909
mp-6803,Sr3Pr2(BO3)4,unseen,84,1107.06982,4.67929,3119.6484,88.6682,41.042,0.0399,0.0694,0.2995,1.76963,1.09585,0.94963,0.48512,0.96451,1.84145,95.00245,46.03967,84,1107.0698245837723,4.679287552112095,3119.6484,5781.130573840985,3136.723440036842,3499.855109832464,100.72445772628828,0.2913906430835698,1.7205877300040446,1.3802290949306255,1.18376360057495
mp-23384,LiIO3,unseen,40,567.16872,4.25917,1454.74936,37.8751,23.3258,0.1565,0.0167,0.24452,1.47402,1.20864,0.9567,0.49101,0.95783,1.63639,29.810862,15.45915,40,567.1687177515673,4.259170282421116,1454.74936,3440.741954892316,1905.154970720553,2122.430671951068,76.33774034909256,0.2789270443838276,1.649208606608311,0.516506042639666,0.4350105259650882
mp-504151,LiBi2(PO4)3,unseen,36,552.47034,4.26693,1419.63177,31.5439,20.9052,0.0271,0.0615,0.22859,1.40226,1.25143,0.95794,0.54814,0.96353,1.71116,37.455177,16.274286,36,552.4703430439542,4.266933149565603,1419.631772,3723.3595543582073,1952.9586864193216,2184.2622590515984,79.25226242032748,0.3102342781527464,1.8379843139613783,0.4902029156670255,0.4297931907124948
mp-554572,K3NbP2O9,unseen,60,943.90806,2.92835,1664.57362,43.3797,25.1408,0.0277,0.0195,0.25714,1.53487,1.18484,0.96118,0.78186,0.9646,1.18137,49.69613,24.569206,60,943.9080578034902,2.9283461451675468,1664.573616,5306.369377890664,2896.5721942190426,3230.446336341475,98.04584116543433,0.2877788769951981,1.6994198706057857,0.926467168483564,0.7906344256041551
mp-675881,RbBiF4,unseen,18,367.08595,5.02716,1111.32544,31.3401,17.2893,0.0562,0.0566,0.26701,1.58513,1.17359,0.96916,0.53063,0.9577,1.68671,35.181374,11.658682,18,367.0859514797623,5.027158629494935,1111.3254384,3176.546592810158,1522.872103664448,1712.3674686871602,71.20069903753732,0.3507883613834619,2.1381467780327545,0.3492604835871005,0.3120253794912754
mp-556079,Eu(IO3)3,unseen,52,838.26641,5.36173,2706.68804,24.4122,22.1326,0.0575,0.0541,0.15189,1.11883,1.53801,0.97532,0.57892,0.9622,1.60636,18.049995,14.006504,52,838.2664142182505,5.361733646444647,2706.68804,2617.159916431937,1616.2638439429438,1782.7585049866643,56.29135532417608,0.191742400646114,1.254665728740149,0.6127231214225151,0.4303917800766021
mp-558108,U3Tl2(IO5)4,unseen,29,521.59104,6.20949,1950.45921,21.6415,18.2588,0.0247,0.0651,0.17075,1.18039,1.47006,0.97935,0.52357,0.9669,1.73781,20.542957,16.413885,29,521.5910362600798,6.209488843525438,1950.45921,2613.960764613418,1625.8398689128826,1791.961305099971,66.27684067226292,0.1845213136103255,1.2283861143756662,1.154810580025213,0.796739168581441
mp-570765,YMg4Cu,unseen,24,534.28894,3.10386,998.6874,44.7433,19.4914,0.0288,0.0279,0.3098,1.83517,1.12105,0.98248,0.7392,0.98564,1.29197,46.232132,25.272001,24,534.2889435213677,3.1038625549843752,998.6874,5074.562296243143,2853.438893308856,3174.950241388981,116.48984603973707,0.2688090856246956,1.5945518523258269,2.216000841925808,1.8356830888771216
mp-555237,PrSClO4,unseen,28,437.86969,4.13246,1089.693,62.619,25.8923,0.0828,0.0377,0.3183,1.89211,1.11987,0.9889,0.59657,0.98848,1.58794,44.00722,22.46541,28,437.8696874417733,4.132457330399837,1089.693,4230.556578134613,2331.5943151612314,2598.444429806443,101.87673469687655,0.2818709876354585,1.665651484006782,1.1792996880026152,0.9977312214457208
mp-15171,K2MgSiO4,unseen,64,971.33539,2.66121,1556.6776,62.3022,29.5295,0.0248,0.0326,0.29535,1.74425,1.14824,0.98993,0.72189,0.99531,1.39164,48.92135,28.31347,64,971.3353867344672,2.6612064255198984,1556.6776,5706.919225873136,3261.799590549785,3624.382196096032,108.9567469758318,0.2574205369276103,1.536264420789229,1.4033080537831306,1.139001901538364
mp-989629,CsRb2GaF6,unseen,10,211.1437,3.83437,487.55447,19.771,11.7017,0.0965,0.1066,0.25283,1.51369,1.2326,0.99179,0.33242,0.95967,2.7009,30.566206,17.70697,10,211.14370456723012,3.834370762545712,487.5544711,3758.844915539856,2148.943890768,2387.767065442962,119.38299105325528,0.2572294410693886,1.5353140389657656,2.227816621338833,1.807573418817878
mp-864986,DyBr2,unseen,6,193.52593,5.53109,644.616,37.1937,13.5106,0.0138,0.022,0.33799,2.03543,1.11474,0.99493,0.79058,0.99042,1.23659,25.93291,8.92214,6,193.52593018775545,5.531093695880659,644.616,2615.2155138371045,1270.0739604773416,1427.131509269431,73.45603528668637,0.3456748676773709,2.096120324435837,0.5629002345943948,0.5030062760794511
mp-4284,Ho2CdSe4,unseen,14,399.15138,6.30775,1516.22328,52.8981,20.4209,0.0355,0.0252,0.32899,1.96781,1.13496,1.00933,0.75939,1.00622,1.35111,49.36192,20.669235,14,399.1513769056649,6.307752244685531,1516.22328,3492.0854378685804,1810.193039040013,2026.1678429731944,81.92933280635084,0.3162788969184667,1.8783174108279916,1.2728680767231342,1.1221567488617166
mp-973254,LaNdHg2,unseen,4,114.51537,9.92314,684.32747,46.3022,15.2926,0.0107,0.0093,0.35124,2.14191,1.13561,1.01448,0.91341,1.01394,1.12522,51.198685,18.859993,4,114.5153731219848,9.923143669625093,684.32747,2773.7456879345195,1378.6249176116266,1547.0986397839338,94.85057116854288,0.3359582705130383,2.019843291024924,1.7563314564388088,1.5666046912045395
mp-21441,CeSiIr,unseen,12,255.68398,9.36295,1441.674,123.7662,31.5932,0.0131,0.0353,0.38238,2.43127,1.16383,1.01593,0.72084,1.02494,1.44489,110.68101,42.802677,12,255.68397769113253,9.362948837326371,1441.674,4232.788406068839,2138.1055537092443,2397.095762080753,112.44170518271844,0.328718825026861,1.9658637536780708,2.848819114500617,2.5331322247718973
mp-31481,Ca3Ga3Ir2,unseen,32,696.58148,6.80669,2855.348,76.708,31.1945,0.0373,0.0479,0.32094,1.91038,1.15537,1.02231,0.62617,1.02577,1.6652,77.37341,38.354496,32,696.581484149011,6.806693857438667,2855.348,4345.152111642297,2373.7776210060506,2647.2319156352232,88.90876105010221,0.2872934640346717,1.6966056841966652,2.015213807431964,1.718572574385557
mp-540877,La3InS6,unseen,40,972.03044,4.94678,2895.69764,70.3545,29.6089,0.0055,0.0137,0.31546,1.87278,1.16757,1.02861,0.89915,1.03008,1.17587,63.87736,32.15455,40,972.0304409011188,4.9467782701761935,2895.69764,4645.397756861073,2549.529178476824,2842.235564269908,85.42336157229171,0.2844740624463365,1.6804015151819245,1.6548157427349612,1.4054824226998506
mp-23131,Sr2BN2Cl,unseen,24,489.18413,3.38795,998.0696,50.2989,21.4432,0.0272,0.01,0.31336,1.8587,1.17091,1.02965,0.88867,1.02694,1.18798,41.54065,21.079956,24,489.1841291678514,3.387954484788045,998.0696,4534.017774838894,2494.399822746002,2780.264035471007,105.0521953633284,0.2829820008850403,1.6719224343659955,1.4219759907941,1.20505628749442
mp-21707,Er2CrS4,unseen,56,1159.60036,5.89722,4118.1928,76.8176,35.4306,0.014,0.0159,0.30012,1.77345,1.18741,1.02973,0.87719,1.02698,1.21381,70.56741,39.034023,56,1159.6003621038976,5.897221371454124,4118.1928,4559.782738932815,2572.7521100192616,2861.8349479024573,81.09953157060667,0.2664835785515519,1.5823801856754642,1.7398591123617992,1.4354754069487596
mp-556194,SrSbSe2F,train,10,250.98513,5.11157,772.59681,42.2044,16.7705,0.0412,0.0219,0.32456,1.93586,1.16427,1.03273,0.78526,1.03849,1.34088,40.73683,22.593351,10,250.985126788928,5.111566561587252,772.5968063999999,3723.295797956252,2102.39017329405,2338.474131621179,110.3722217907384,0.2659590564485806,1.5796543716247111,2.7768740501558384,2.288966638783875
mp-998609,CsNaF3,unseen,20,395.24948,3.57762,851.56172,24.5212,15.5708,0.0429,0.0189,0.23797,1.44386,1.33119,1.03962,0.82067,1.04188,1.30854,26.452211,11.954223,20,395.2494812826105,3.5776176258319303,851.5617231199999,3442.236956866892,1827.9474648765472,2042.7164941462825,82.86940165654735,0.3036231942409598,1.7954092185306172,0.5696238163257432,0.495981702897793
mp-1287,KS,unseen,12,366.87537,1.93258,426.9798,18.0774,10.0634,0.041,0.0287,0.26522,1.57584,1.27604,1.05048,0.77906,1.04628,1.42813,14.727009,6.4603558,12,366.8753735882674,1.932581717341853,426.9798,3475.2743005301254,1828.3497799589368,2044.477499942948,85.02618475195843,0.308643974281778,1.827599202671396,0.4824610365913312,0.4223373870499906
mp-1618,PPd6,unseen,28,421.86609,10.54098,2677.97505,173.5927,49.0986,0.0101,0.0245,0.37077,2.31625,1.18951,1.05225,0.83154,1.05069,1.33254,160.9349,62.098644,28,421.8660929496686,10.540980342137743,2677.975048,4808.578922024621,2427.172023627876,2721.297854875634,108.0258642109528,0.3290559841573914,1.968326319355843,2.369920329138806,2.1076760714177696
mp-774366,Li3MnFe2(BO3)3,unseen,36,372.06498,3.24801,727.75729,86.9655,32.7173,0.015,0.1141,0.33286,1.99642,1.18255,1.05358,0.33112,1.07938,3.13054,95.07176,39.843964,36,372.0649793624528,3.2480063423520797,727.75729,6754.7821642974,3502.457169674182,3920.265223463284,162.27529064299551,0.3161383112416963,1.8773635440220644,1.8054264649572784,1.5914702512673
mp-771168,Na2SiBiCO7,unseen,24,346.94278,3.89647,814.10388,44.7786,22.185,0.0222,0.0397,0.28739,1.69718,1.23751,1.05549,0.71075,1.04567,1.55292,47.25631,21.823914,24,346.9427804190371,3.8964675745211994,814.1038771199999,4426.727665566072,2366.632277115064,2643.4401764075155,112.00224945340246,0.2998942284553437,1.7720718530469088,1.103854188162549,0.9570204588682508
mp-11634,KSmGeSe4,unseen,14,428.26455,4.48176,1155.8766,19.182,12.7704,0.0259,0.0507,0.22758,1.39788,1.38607,1.05867,0.6554,1.05513,1.654,25.03701,16.86998,14,428.2645495484998,4.4817584251928615,1155.8766,3256.575443565959,1940.139958041609,2147.735752521007,84.83075812776188,0.2248892182370869,1.3863193137079484,2.140989255039391,1.6255962003820787
mp-768636,LiBi2BO5,unseen,36,464.95303,7.36725,2062.8392,74.7301,35.0733,0.0769,0.0414,0.29708,1.75477,1.22688,1.06004,0.64929,1.04957,1.72513,75.58803,37.52546,36,464.9530287824633,7.367249748796289,2062.8392,4129.335013603471,2256.889582578048,2516.7933172396106,96.72106473485448,0.2870207613466611,1.6950278447779183,1.4590390842970322,1.2437838970032968
mp-19462,KP2WO8,unseen,48,733.60758,3.73827,1651.5241,39.8265,25.1522,0.0691,0.0061,0.23914,1.44921,1.35861,1.06363,0.80974,1.05751,1.3496,44.460308,24.54176,48,733.6075769478427,3.738266030567132,1651.524096,4543.858050815796,2562.227839739802,2850.269072929332,94.08949438358592,0.266894549401989,1.584520899144167,1.088033664395441,0.8983280980716654
mp-16904,Ba2CdTe3,unseen,24,935.10939,5.46841,3079.46,28.9075,17.5115,0.0313,0.0163,0.248,1.49043,1.33512,1.06419,0.87762,1.0668,1.29107,33.92191,17.32411,24,935.1093888310958,5.468412254494025,3079.46,3229.13149100966,1779.8968840762816,1983.586506605188,60.39118477369687,0.2817935912131856,1.6652159802330908,1.0435769141537703,0.8828012475539375
mp-510341,Cs3Ge4Au,unseen,16,589.08613,4.99635,1772.48585,11.1362,10.8771,0.1466,0.0686,0.13158,1.05739,1.77741,1.06743,0.46534,1.06143,2.04313,11.960721,10.89112,16,589.0861288921735,4.996352583571509,1772.4858494,2302.2400573854,1476.4193609430029,1621.71517861705,57.59589434250606,0.1507262432939349,1.1151735657496775,1.5997030025827903,1.0113118085309978
mp-615760,Ba5(InSb3)2,unseen,26,1018.62956,5.36923,3293.662,31.5313,18.4851,0.0059,0.0204,0.25479,1.52328,1.32654,1.07138,0.88876,1.07645,1.30458,30.445,23.622414,26,1018.6295557429454,5.369228096693249,3293.6620000000003,3396.5273149405416,2097.5204699756105,2313.5964836984526,68.45818827565806,0.1917674153012623,1.254758153308052,2.8617281592335653,2.010272096823829
mp-601420,Ce(SiAu2)2,unseen,28,518.27691,12.61276,3936.6131,124.2389,43.3865,0.0131,0.0178,0.3436,2.07942,1.20936,1.08052,0.90546,1.07692,1.30087,115.99157,34.775307,28,518.2769050708008,12.61275544879129,3936.613104,3587.837115456221,1660.4679481826038,1870.3576281651112,69.32351576794657,0.3637153258975292,2.2507167692925667,0.7366731589915887,0.6550831238782093
mp-780240,Gd2P4O13,unseen,76,1180.20636,3.63784,2585.54899,41.0487,28.8707,0.0462,0.1037,0.21512,1.34552,1.46156,1.08552,0.39423,1.07241,2.62414,45.572113,22.23557,76,1180.2063603847182,3.637842719660636,2585.548992,4547.192995552723,2472.305773170406,2758.0974729654254,77.70223372391554,0.2901670086473308,1.713370757671541,0.5984268899662453,0.5123910694966602
mp-989555,Tl2InGaF6,unseen,10,186.60934,6.29388,707.29802,77.7791,24.0089,0.0616,0.0507,0.36006,2.21791,1.22841,1.09448,0.60794,1.10219,1.86467,37.42947,13.483276,10,186.60933866626448,6.293875765520062,707.2980192,2967.0434998435003,1463.65471162081,1643.2262293311987,85.61097522692826,0.3391934266646212,2.044737192352353,0.6117566207419275,0.5461742856367686
mp-27363,BaVSe3,unseen,10,257.49421,5.48343,850.297,57.5888,19.8072,0.0307,0.0607,0.34572,2.09646,1.23364,1.10238,0.612,1.11653,2.02272,40.433876,26.768042,10,257.4942111136591,5.483429637422906,850.297,3725.9445177996927,2209.439743465689,2446.935159634648,114.50993856778828,0.2288299598876269,1.40329709782393,4.457622632110561,3.413994223331384
mp-4172,Na5GeP3,unseen,36,768.63444,2.42403,1122.04053,31.4026,18.8718,0.0079,0.0095,0.24967,1.4984,1.38561,1.10807,1.01543,1.10706,1.22056,28.509066,16.371355,36,768.6344426402355,2.4240289439964204,1122.0405296,4556.979678155111,2598.8033212864366,2888.230050939395,93.87177837645416,0.2590050922438897,1.544179254601763,1.0517736852875128,0.8561911358549824
mp-759792,Ag2B8O13,unseen,92,999.2746,3.3914,2040.8664,48.2414,33.832,0.0678,0.0088,0.21579,1.34824,1.49445,1.11164,0.8492,1.1091,1.40486,71.71549,32.211563,92,999.2745962455616,3.391398524868848,2040.8664,5814.663618105408,3081.88540808473,3444.4398803186377,102.57311319166588,0.3046663726661705,1.80202391308608,0.7605521373686877,0.6629903785426169
mp-3915,BaHgO2,unseen,4,97.46807,6.30216,369.9158,45.5621,14.7268,0.0759,0.1018,0.35411,2.16615,1.24681,1.11319,0.40863,1.10368,3.17119,51.715874,14.483563,4,97.46806756532264,6.302162887338698,369.9158000000001,3357.127313803617,1515.9780068440998,1709.5182587700588,110.59347442014054,0.3719259923972508,2.327344191292722,1.0482836235809432,0.9263376264328974
mp-75,Nb,train,1,18.25807,8.44967,92.90638,175.2581,19.5501,0.0173,0.0666,0.44622,3.28028,1.60118,1.11836,0.61588,1.10419,2.03039,186.74062,26.205526,1,18.25806662734184,8.449671966411717,92.90638,5122.059569969196,1761.0695951149949,2002.4477529422215,226.40506649107917,0.4329698940279549,3.0658743761157625,2.856175627800895,2.146967279917809
