material_id,rank_in_true_decile,true_kappa_proxy,true_K_GPa,true_G_GPa,n_ensembles_missing,n_singles_missing,missed_by_every_run,worst_pred_rank,best_pred_rank,missed_by_every_ensemble,missed_by_every_single,K_over_G_true,gamma_derived_true,formula,spacegroup,spacegroup_number,n_sites,rank__separate 3-ens (baseline),rank__joint r4 huber 3-ens,rank__joint r5 ens B,rank__joint r5 ens C,rank__r7 matbench a=0.4,rank__r7 +AFLOW a=0.0,rank__r7 +AFLOW a=0.4,rank__separate 1-model,rank__r4 huber s42,rank__r4 huber s1,rank__r4 huber s2,rank__r5 huber s3,rank__r5 huber s4,rank__r5 huber s5,rank__r5 huber s6,rank__r5 huber s7,rank__r5 huber s8,rank__r7 mb a=0.4 s42,rank__r7 mb a=0.4 s1,rank__r7 mb a=0.4 s2,rank__r7 af a=0.0 s42,rank__r7 af a=0.0 s1,rank__r7 af a=0.0 s2,rank__r7 af a=0.4 s42,rank__r7 af a=0.4 s1,rank__r7 af a=0.4 s2
mb-02064,98,3.3205893238742017,16.000002110419054,6.999999655588273,0,0,False,66,17,False,False,2.285714699663714,1.8305086712349372,H2O,(symmetry analysis failed),-1,12,40,43,43,36,21,23,28,65,25,59,55,66,49,30,39,51,25,24,30,19,17,47,29,40,28,23
mb-07102,99,3.3205893238742017,16.000002110419054,6.999999655588273,0,0,False,119,13,False,False,2.285714699663714,1.8305086712349372,CsSnI3,P4/mbm,127,10,63,27,29,33,67,24,43,94,13,48,39,31,24,40,40,28,38,51,119,73,24,45,21,48,70,26
mb-10209,100,3.5550840974902647,15.000001875678118,6.999999655588273,0,0,False,162,61,False,False,2.1428575162433394,1.76086975198106,KNaICl,P4/mmm,123,4,97,90,100,96,128,102,115,100,61,105,135,115,117,90,126,92,81,156,114,135,95,91,162,104,136,122
mb-02752,101,3.5550840974902647,15.000001875678118,6.999999655588273,1,5,False,641,53,False,False,2.1428575162433394,1.76086975198106,CsN3,I4/mcm,140,8,137,161,112,82,234,84,95,217,113,354,134,118,75,163,54,102,85,211,90,641,116,103,58,53,118,172
mb-02219,102,3.5550840974902647,15.000001875678118,6.999999655588273,2,8,False,292,67,False,False,2.1428575162433394,1.76086975198106,K3AgSn3Se8,P4/nbm,125,30,221,107,163,151,154,141,186,141,67,131,141,208,170,134,134,138,216,89,292,156,181,148,108,224,188,188
mb-05864,103,3.6017883500839467,27.00000353563863,9.000000373963129,0,1,False,197,12,False,False,3.0000002681943494,2.1315790476627026,K2Te,Fm-3m,225,3,117,41,61,100,51,74,89,116,63,12,101,58,69,80,70,197,64,60,55,52,118,48,79,84,123,80
mb-09268,104,3.6849155485185396,20.00000203195368,8.000000242428033,0,0,False,103,12,False,False,2.500000178235444,1.92857150714052,AgNO2,(symmetry analysis failed),-1,8,22,52,51,54,44,31,45,43,41,47,97,74,87,31,16,53,103,54,32,70,50,62,12,63,35,49
mb-09477,105,3.694719433317806,51.99999462687741,11.99999857031013,7,18,False,626,158,True,False,4.333333401850023,2.5434782783549204,MgZn,P6_3/mmc,194,96,285,240,375,363,302,286,250,319,263,220,250,354,431,362,305,404,406,198,213,626,158,441,393,251,386,167
mb-07418,106,3.726604906850261,42.00000019107262,10.999999970229567,7,19,True,904,505,True,True,3.8181818458855954,2.402542381006557,Li2Sn5,P4/mbm,127,14,668,824,810,847,680,676,684,511,770,904,773,885,884,608,895,834,819,669,714,649,610,795,650,505,687,875
mb-10495,107,3.7863579043113877,102.00001484888952,16.000002110419054,7,19,True,1343,1009,True,True,6.375000087185492,2.9549356361930164,HfSn,P2_13,198,8,1184,1232,1172,1083,1182,1198,1199,1120,1216,1166,1278,1193,1079,1209,1024,1077,1150,1296,1166,1075,1186,1224,1139,1009,1220,1343
mb-10011,108,3.806818955983665,3.000000062327188,4.000000263802373,0,0,False,107,36,False,False,0.7499999661188543,0.8265305817645666,CsKICl,P4/mmm,123,4,81,55,52,57,71,60,37,107,39,51,99,62,40,61,81,61,44,56,106,85,62,54,60,47,36,39
mb-04642,109,3.8145154931817897,72.99999897828906,14.000000733544052,7,17,False,432,136,True,False,5.214285368098645,2.745125277115244,CeNi,Immm,71,4,186,247,322,218,290,270,212,209,235,288,238,271,376,350,360,162,223,269,394,234,136,432,408,192,276,184
mb-01062,110,3.819810819098705,14.000000733544052,6.999999655588273,1,6,False,351,38,False,False,2.000000203195368,1.6875001071538032,KHS,P2_1/m,11,6,155,125,89,72,164,128,255,87,123,151,111,75,103,107,104,38,130,227,210,93,197,128,83,276,205,351
mb-09446,111,3.920109678408318,25.00000178235445,9.000000373963129,4,11,False,307,104,False,False,2.777777860396439,2.045454578638569,Mg7Ga,P-6m2,187,8,224,186,256,161,133,181,133,203,232,150,203,263,307,226,177,183,143,159,104,162,191,173,223,123,162,132
mb-06767,112,3.9287315183185605,71.00000790987052,14.000000733544052,0,0,False,161,7,False,False,5.0714288706967166,2.7152975139727857,CdSbAu,F-43m,216,3,20,15,30,43,42,42,8,16,23,7,40,9,41,73,161,12,54,99,24,35,15,52,119,10,14,9
mb-02502,113,3.943314370094519,48.99999517823594,11.99999857031013,2,7,False,448,18,False,False,4.083333418011364,2.4775281129787334,AcMgHg2,Fm-3m,225,4,93,176,198,42,93,87,155,59,154,193,224,220,208,176,84,18,69,205,109,33,117,71,103,100,448,97
mb-00667,114,3.9614258150188175,58.999994304626384,12.99999958354357,7,17,False,479,137,True,False,4.538461245745981,2.5944624698585055,Cu12Sb4S13,I-43m,217,29,391,275,194,248,270,297,236,208,227,366,253,290,143,209,229,255,306,237,479,186,288,366,268,137,390,260
mb-05975,115,3.9742011347855755,83.00000368325284,15.000001875678118,0,0,False,147,35,False,False,5.533332886966762,2.808270591526527,SmInAu2,Fm-3m,225,4,42,97,102,102,68,93,119,35,109,79,123,106,104,113,116,116,72,38,147,87,93,94,114,141,120,114
mb-03627,116,4.026950357601587,9.000000373963129,6.000000322506156,0,0,False,134,30,False,False,1.4999999817006502,1.396551712388051,K2PdBr4,P4/mmm,123,7,79,65,55,53,94,52,85,82,54,69,98,89,63,41,71,30,73,97,88,109,68,39,68,56,90,134
mb-06546,117,4.050470666448771,68.99999633797012,14.000000733544052,5,15,False,349,68,False,False,4.928570908760446,2.6844379261168227,HoAgHg2,Fm-3m,225,4,193,205,135,150,200,267,179,185,275,129,258,68,190,183,245,196,93,213,203,222,349,190,314,263,217,118
mb-10324,118,4.069912669267911,94.9999985106438,16.000002110419054,4,14,False,550,75,False,False,5.9374991237520325,2.882022318984307,USnAu2,Fm-3m,225,4,95,310,299,200,161,162,232,96,267,175,550,492,182,269,143,202,307,215,111,215,285,195,75,150,341,262
mb-00686,119,4.099167160936571,23.99999957896438,9.000000373963129,6,13,False,418,125,False,False,2.6666665090810477,1.9999999343393235,K2PdF6,P-3m1,164,9,399,182,200,241,146,224,177,418,273,149,161,205,220,184,163,304,287,125,139,223,269,188,231,187,161,233
mb-01585,120,4.120172575105477,12.99999958354357,6.999999655588273,3,8,False,298,31,False,False,1.8571428890236228,1.6100917608695617,PH4Br,P4/nmm,129,12,173,113,84,237,174,65,97,211,47,295,85,72,31,187,238,228,266,104,198,298,85,70,36,109,98,116
mb-05575,121,4.381767225582215,17.000001561047377,8.000000242428033,0,0,False,149,48,False,False,2.125000130735972,1.7519084627678323,Ca,Fm-3m,225,1,112,62,64,66,54,71,113,130,70,57,76,82,82,48,86,64,62,72,56,60,79,77,59,149,105,101
mb-09062,122,4.381767225582215,17.000001561047377,8.000000242428033,5,12,False,420,49,False,False,2.125000130735972,1.7519084627678323,TlCuO2,P2_1/m,11,8,375,229,209,145,285,103,190,321,341,214,162,197,420,122,145,117,195,238,338,302,99,49,346,239,253,140
mb-05463,123,4.381767225582215,17.000001561047377,8.000000242428033,0,2,False,173,42,False,False,2.125000130735972,1.7519084627678323,Rb2PdF6,Fm-3m,225,9,68,98,127,99,59,153,108,80,102,86,125,116,139,142,51,126,117,42,86,84,173,131,171,126,104,119
mb-01256,124,4.381767225582215,17.000001561047377,8.000000242428033,0,2,False,219,25,False,False,2.125000130735972,1.7519084627678323,KClO4,Pnma,62,24,65,105,87,103,95,45,40,129,219,54,83,200,66,43,108,58,140,64,133,108,25,59,56,52,50,31
mb-06541,125,4.457199804910316,151.99997594360258,20.00000203195368,7,19,True,866,408,True,True,7.599998025037931,3.128048532662917,ErPaRu2,Fm-3m,225,4,559,641,661,599,550,658,681,408,600,751,564,681,758,538,486,585,700,594,500,574,663,856,482,663,866,491
mb-01409,126,4.46280720465356,11.99999857031013,6.999999655588273,2,10,False,295,39,False,False,1.7142855943900273,1.528301816205946,K3BiSe3,P2_13,198,28,76,160,125,124,116,205,211,39,142,184,166,175,166,70,121,136,127,96,167,113,244,159,253,225,173,295
mb-00317,127,4.485496180117804,8.000000242428033,6.000000322506156,5,14,False,563,66,False,False,1.3333333020699725,1.285714264180848,ScPS4,P-1,2,12,166,141,239,373,191,213,161,137,205,114,124,277,299,175,253,310,563,171,286,163,223,219,218,354,66,220
mb-00920,128,4.546778402823324,61.99999547892942,14.000000733544052,7,19,True,994,338,True,True,4.4285708735983995,2.5674845244026177,Na2Ti2As2O,I4/mmm,139,7,338,741,805,729,826,617,873,487,793,659,766,868,942,571,589,856,735,972,684,824,813,611,457,879,764,994
mb-00853,129,4.666914309173007,16.000002110419054,8.000000242428033,0,2,False,214,25,False,False,2.000000203195367,1.687500107153803,NaI,Fm-3m,225,2,48,64,81,71,102,104,116,25,44,60,117,78,131,52,90,75,70,180,62,91,78,97,214,131,93,143
mb-07270,130,4.675376506485635,42.00000019107262,11.99999857031013,7,14,False,393,81,True,False,3.500000432915649,2.3048781878491584,Nd3Tl,Pm-3m,221,4,165,183,225,275,241,188,203,81,166,168,247,114,277,393,301,282,282,380,233,164,141,245,246,208,150,329
mb-01063,131,4.735655731485295,20.99999796198515,9.000000373963129,3,8,False,475,54,False,False,2.3333330099338485,1.852941025401616,NaHS,P2_1/m,11,6,198,143,113,142,216,171,134,95,183,179,103,54,171,145,136,220,114,155,475,153,152,221,181,128,94,239
mb-10462,132,4.735655731485295,20.99999796198515,9.000000373963129,5,13,False,346,95,False,False,2.3333330099338485,1.852941025401616,In2AgSe4,I-4,82,7,141,133,192,197,226,192,201,160,167,148,95,233,191,165,152,211,264,201,253,241,280,146,176,346,179,153
mb-10973,133,4.749396067575228,49.999994920116315,12.99999958354357,7,19,True,765,339,True,True,3.8461535786055157,2.4107142078556714,InSb,Fm-3m,225,2,564,495,548,491,497,421,621,765,467,602,453,532,494,618,625,458,417,560,447,470,572,379,339,737,527,580
mb-01122,134,4.855930908623832,10.999999970229567,6.999999655588273,0,0,False,83,12,False,False,1.5714286444925742,1.4417476183729259,FeCl2,R-3m,166,3,44,42,36,56,52,22,53,21,59,55,32,50,45,35,83,54,39,57,73,41,12,38,50,46,75,44
mb-02745,135,4.855930908623832,10.999999970229567,6.999999655588273,0,0,False,74,6,False,False,1.5714286444925742,1.4417476183729259,KSb(PS3)2,P2_1,4,20,16,38,39,32,8,16,10,12,74,44,28,36,35,53,27,17,59,6,14,9,31,17,22,12,10,17
mb-00924,136,4.935302880158451,26.000001808626838,10.0,6,16,False,501,136,False,False,2.6000001808626836,1.9719101894219844,Tl2CuF4,I4/mmm,139,7,154,304,321,277,217,274,218,139,190,291,472,209,501,280,188,279,426,248,352,136,322,222,315,291,255,151
mb-00539,137,4.9456120806649935,104.99997914217107,18.000000106278666,7,18,False,966,122,True,False,5.833332140122907,2.863636150633483,Cs2NaMgF6,Fm-3m,225,10,699,627,654,466,529,631,390,966,610,568,687,590,637,743,698,204,567,678,345,569,487,644,735,721,122,555
mb-07368,138,4.964608971557644,90.99999260745268,17.000001561047377,0,2,False,701,2,False,False,5.352940250074079,2.7731375133459855,AgAuO2,Pmna,53,8,94,83,28,35,13,63,140,48,77,45,150,2,142,124,26,95,19,33,9,11,26,285,16,44,96,701
mb-06342,139,4.9851197443082835,57.00000217019469,14.000000733544052,6,15,False,306,127,False,False,4.071428513115895,2.4742765113785685,NdSmHg2,Fm-3m,225,4,189,219,147,195,193,215,172,196,306,172,212,146,201,127,264,191,164,189,211,199,216,235,215,193,156,208
mb-01645,140,4.985372668185563,15.000001875678118,8.000000242428033,0,4,False,298,14,False,False,1.875000177640689,1.6200000982281921,SbF3,(symmetry analysis failed),-1,8,41,21,104,60,96,94,98,92,65,14,18,298,56,76,96,88,36,98,288,23,237,29,136,74,61,291
mb-01240,141,4.985372668185563,15.000001875678118,8.000000242428033,0,0,False,161,50,False,False,1.875000177640689,1.6200000982281921,Tl5Se2I,I4/mcm,140,16,87,122,98,68,87,78,68,51,130,160,82,94,80,139,50,72,90,161,66,64,75,85,82,69,68,77
mb-06600,142,4.987905064782498,20.00000203195368,9.000000373963129,0,6,False,239,66,False,False,2.222222355658273,1.800000064849919,Cs2HfF6,P-3m1,164,9,145,102,139,89,147,147,101,174,116,73,139,239,101,147,168,67,66,142,127,204,89,200,219,143,102,91
mb-07339,143,5.02278030889195,89.99999138760265,17.000001561047377,7,16,False,378,104,True,False,5.2941166543079845,2.761363436300731,CdAu,Pmma,51,4,183,204,197,202,180,175,314,206,179,283,202,128,235,257,148,170,378,194,196,177,219,247,104,294,331,317
mb-06059,144,5.185080029909132,54.999994263275795,14.000000733544052,7,17,False,316,134,True,False,3.928570812964003,2.4344260544050105,Nd2AgHg,Fm-3m,225,4,230,257,174,249,274,204,233,286,266,231,304,134,316,158,261,241,289,261,306,267,209,215,233,248,232,275
mb-07114,145,5.264528534671981,19.000001632484718,9.000000373963129,0,3,False,347,63,False,False,2.1111112047785516,1.7448980065830646,KFeS2,(symmetry analysis failed),-1,8,101,151,121,129,125,151,106,102,347,132,64,120,145,110,270,63,141,119,117,158,106,152,257,129,86,133
mb-06082,146,5.270904662436631,85.9999956543673,17.000001561047377,7,19,True,919,334,True,True,5.058822809253249,2.712616669048678,YSe,Fm-3m,225,2,577,496,648,488,717,567,806,735,574,334,657,641,764,543,621,499,372,778,879,500,597,378,699,846,919,636
mb-08389,147,5.29111836079306,53.999997735116715,14.000000733544052,6,16,False,401,154,False,False,3.857142493266627,2.4139071792008515,Tl(Cu3S2)2,I4/mmm,139,11,245,250,161,199,316,298,259,245,265,243,273,159,154,199,319,194,156,320,284,384,270,262,401,260,267,279
mb-01838,148,5.309800332710093,10.0,6.999999655588273,7,18,False,474,123,True,False,1.4285714988595395,1.3500000464955848,GaTe,(symmetry analysis failed),-1,12,247,354,277,215,225,232,313,314,288,474,316,327,198,326,237,210,228,222,296,189,342,265,123,356,342,252
mb-01841,149,5.342496802500406,14.000000733544052,8.000000242428033,1,3,False,214,34,False,False,1.750000038661873,1.5491803503116488,K2CuBr3,Pnma,62,24,125,95,76,79,182,101,112,134,80,93,138,88,70,72,111,34,133,214,193,169,96,93,152,103,147,104
mb-00943,150,5.381528617493584,23.99999957896438,10.0,0,0,False,158,42,False,False,2.399999957896438,1.8837209110195343,KHCO3,P2_1/c,14,24,61,87,99,140,110,62,75,110,117,101,62,158,78,87,150,142,146,78,136,149,42,99,42,60,71,105
mb-05319,151,5.437765819334161,61.99999547892942,15.000001875678118,2,7,False,289,94,False,False,4.133332515075205,2.491071208416655,PmTlAg2,Fm-3m,225,4,180,137,111,168,159,130,156,231,114,165,154,124,134,94,117,289,163,158,138,218,108,192,111,172,184,147
mb-10447,152,5.459228765636627,71.99999529193418,16.000002110419054,0,1,False,166,23,False,False,4.499999112190645,2.5851061659497034,RbFeO2,Fd-3m,227,8,102,106,119,112,75,109,83,23,98,142,91,96,123,154,99,146,110,31,131,125,109,96,166,105,38,162
mb-04670,153,5.5453137526681555,36.000003870073975,11.99999857031013,5,15,False,440,46,False,False,3.0000006799287133,2.131579201635364,Pr3In,Pm-3m,221,4,148,175,226,196,238,185,160,46,189,203,169,186,224,270,400,123,191,440,226,139,184,189,234,199,224,109
mb-05750,154,5.56255601533479,106.99997084812867,19.000001632484718,7,18,False,613,138,True,False,5.631576929192915,2.8268097994577013,DyCu5,F-43m,216,6,353,373,308,251,268,427,185,237,506,363,285,297,367,266,590,171,175,188,258,399,505,227,613,214,254,138
mb-02265,155,5.608341710834534,29.00000362699078,10.999999970229567,1,5,False,228,104,False,False,2.636363973225134,1.9873097864575808,CsCuO2,Immm,71,8,126,115,141,125,173,161,148,104,104,122,132,127,228,112,112,153,132,210,192,152,148,160,206,130,195,148
mb-07274,156,5.608341710834534,29.00000362699078,10.999999970229567,7,19,True,670,175,True,True,2.636363973225134,1.9873097864575808,Rb3TaO8,I-42m,121,12,175,320,459,348,402,288,312,219,348,235,382,372,444,621,218,347,501,670,348,251,193,313,446,648,198,209
mb-06316,157,5.637388613674808,60.00000322506156,15.000001875678118,7,19,True,432,179,True,True,3.9999997148233084,2.454545375002367,SmDyHg2,Fm-3m,225,4,191,270,191,240,194,261,282,189,399,186,260,179,209,191,307,242,219,199,235,184,256,252,295,432,191,292
mb-05855,158,5.720265015320113,35.00000432915649,11.99999857031013,3,10,False,378,19,False,False,2.9166673749238576,2.1000002719707305,NaAcTl2,Fm-3m,225,4,162,265,151,294,177,100,79,161,264,333,225,48,378,215,290,373,251,128,141,357,84,108,147,124,19,217
mb-06467,159,5.726722438549876,207.9999636783232,25.00000178235445,7,19,True,1385,907,True,True,8.319997953965514,3.212814419311262,MnSiRh2,Fm-3m,225,4,1281,1263,1277,1233,1338,1197,1283,1330,1230,1312,1225,1313,1200,1319,1101,1290,1288,1372,1334,1284,907,1249,1385,1325,1151,1328
mb-00717,160,5.744734049409453,12.99999958354357,8.000000242428033,0,0,False,105,8,False,False,1.6249998986997551,1.4747898541604314,WOF4,I4,79,6,77,35,12,17,36,36,12,105,94,15,31,16,16,11,30,20,20,47,25,25,28,44,40,14,8,15
mb-07723,161,5.7607412728688585,42.00000019107262,12.99999958354357,7,19,True,909,694,True,True,3.2307693489651763,2.214843791147468,Ba(AlGe)2,I4/mmm,139,5,855,803,826,834,806,800,840,909,772,835,779,900,736,830,820,894,779,784,835,773,780,882,694,758,883,869
mb-01077,162,5.7607412728688585,42.00000019107262,12.99999958354357,5,11,False,353,49,False,False,3.2307693489651763,2.214843791147468,SrBi3,Pm-3m,221,4,325,114,208,128,186,166,206,330,106,90,160,202,260,185,49,135,277,298,229,102,159,198,165,188,353,135
mb-10984,163,5.904303682713321,22.000002175608174,10.0,0,0,False,134,22,False,False,2.2000002175608175,1.789156733091556,H4N2O3,Pccn,56,72,34,89,95,110,77,61,66,22,118,123,49,90,119,100,92,134,122,62,94,95,34,74,70,49,65,98
mb-00161,164,5.904386578395511,17.000001561047377,9.000000373963129,0,1,False,177,58,False,False,1.8888889838525047,1.6276596267002221,K4HgP2,R-3m,166,7,58,68,105,115,90,118,96,119,92,63,65,145,111,88,131,115,112,80,125,81,97,177,105,80,163,99
