mb_id,formula,n_sites,K_VRH,G_VRH
mb-01401,ScSiRh,12,148.00000000000003,74.00000000000001
mb-01402,SrIn2Ir,8,55.00000000000001,28.0
mb-01403,Sr(HO)2,20,39.99999999999999,21.999999999999996
mb-01404,Sm2Ge2Ru,10,88.00000000000001,44.0
mb-01405,Hf2In5,14,72.00000000000001,45.00000000000001
mb-01406,In2Se3,30,18.999999999999996,11.000000000000002
mb-01407,GdTl3,4,61.000000000000014,16.0
mb-01408,Cs2KZrOF5,10,12.999999999999998,13.999999999999998
mb-01409,K3BiSe3,28,12.000000000000002,7.0
mb-01410,YIn2Ni,8,78.99999999999999,40.99999999999999
mb-01411,ZrCl,4,18.999999999999996,7.0
mb-01412,NaGaH4,12,16.0,7.999999999999999
mb-01413,Al5W,12,124.00000000000003,98.0
mb-01414,CeMg3,4,37.99999999999999,29.0
mb-01415,Ta3SiTe6,40,21.0,15.000000000000004
mb-01416,Na2TlBi,4,22.999999999999996,16.0
mb-01417,InPt3,4,204.99999999999994,63.999999999999986
mb-01418,Li2InAg,4,27.000000000000004,15.000000000000004
mb-01419,TmAgPb,9,68.00000000000001,30.999999999999996
mb-01420,LiPm2Ge,4,54.000000000000014,28.0
mb-01421,Cu4SiP8,26,90.00000000000003,52.999999999999986
mb-01422,CuSO4,24,60.0,26.0
mb-01423,ScAg4,5,92.00000000000001,37.0
mb-01424,NdCoGe,6,68.99999999999999,37.99999999999999
mb-01425,SrAg,16,28.0,13.999999999999998
mb-01426,U(Cr3P2)2,11,144.99999999999997,92.00000000000001
mb-01427,Sr3Ag2,15,21.0,10.0
mb-01428,Rb3AuO,5,16.0,9.0
mb-01429,SrIn2Pt,8,52.00000000000001,27.000000000000004
mb-01430,VPt3,4,240.99999999999997,111.00000000000004
mb-01431,BaLi2Si,8,27.000000000000004,15.000000000000004
mb-01432,YCl3,8,6.0,2.0
mb-01433,BaBr2,12,21.0,7.999999999999999
mb-01434,BaAu5,6,76.0,13.999999999999998
mb-01435,NbO,6,242.99999999999997,140.00000000000006
mb-01436,BeAu,8,148.00000000000003,40.99999999999999
mb-01437,CoSn,6,126.99999999999999,72.00000000000001
mb-01438,V3Pt,8,217.9999999999999,93.99999999999997
mb-01439,ScIn3,4,56.00000000000001,21.0
mb-01440,S8O,36,2.0,1.0
mb-01441,K2MgH4,7,22.999999999999996,17.0
mb-01442,SrIn4Pd,12,47.99999999999999,23.999999999999993
mb-01443,U2BiN2,5,81.0,46.0
mb-01444,GaCuTe2,8,47.99999999999999,23.999999999999993
mb-01445,Cd5Au3,16,73.0,21.999999999999996
mb-01446,UGeSe,6,81.0,56.00000000000001
mb-01447,AlAs,2,70.00000000000001,38.99999999999999
mb-01448,Li5Br2N,8,27.000000000000004,16.0
mb-01449,ScRu,2,144.00000000000003,52.00000000000001
mb-01450,ZnSiAs2,8,66.00000000000001,42.00000000000001
mb-01451,Li2GaAu,4,42.99999999999999,33.0
mb-01452,Mg(BC)2,40,158.0,103.99999999999997
mb-01453,YSiNi,12,111.99999999999997,62.0
mb-01454,NdInRh,9,89.0,29.999999999999996
mb-01455,Ba(CoAs)2,5,68.99999999999999,36.0
mb-01456,Li2InAu,4,72.00000000000001,35.0
mb-01457,TbCo2,6,118.00000000000003,26.0
mb-01458,Li2SbAu,4,52.999999999999986,20.000000000000004
mb-01459,Li2SnAu,4,58.00000000000001,23.999999999999993
mb-01460,BaGePt,12,64.99999999999999,21.999999999999996
mb-01461,Sc2In,6,64.99999999999999,37.99999999999999
mb-01462,Ta3N5,16,240.99999999999997,99.0
mb-01463,DyGeAu,6,89.0,45.00000000000001
mb-01464,NdBRh3,5,154.99999999999997,73.0
mb-01465,Zr2InCo2,10,132.00000000000006,52.999999999999986
mb-01466,MgAu3,32,111.00000000000004,30.999999999999996
mb-01467,NaFeAs,6,49.99999999999999,32.00000000000001
mb-01468,HfNiSn,3,105.00000000000004,79.99999999999999
mb-01469,Hf2InC,8,130.00000000000006,92.00000000000001
mb-01470,CaAcZn2,4,40.99999999999999,21.999999999999996
mb-01471,KCl,2,16.0,9.0
mb-01472,UNiAs2,8,111.99999999999997,52.999999999999986
mb-01473,CdGaRh2,4,160.99999999999994,61.000000000000014
mb-01474,PtF6,28,7.999999999999999,2.0
mb-01475,PdPb2,6,66.00000000000001,17.999999999999996
mb-01476,NdPb3,4,47.00000000000001,7.999999999999999
mb-01477,CeMnSi,6,83.00000000000001,21.999999999999996
mb-01478,Tb2In,6,54.000000000000014,23.999999999999993
mb-01479,LaFeSi,6,37.99999999999999,23.999999999999993
mb-01480,Sc2BC2,5,138.0,70.99999999999999
mb-01481,Zr6Ga2Co,9,109.00000000000004,49.99999999999999
mb-01482,YAl4Ni,12,92.00000000000001,59.00000000000001
mb-01483,Na(CuS)4,9,58.00000000000001,21.999999999999996
mb-01484,Th(CoGe)2,5,149.0,64.99999999999999
mb-01485,SbRh,8,135.0,57.00000000000001
mb-01486,Cu2O,6,111.00000000000004,7.999999999999999
mb-01487,DyInAu,9,82.0,40.99999999999999
mb-01488,YTiSi,6,89.0,48.99999999999999
mb-01489,SiPd3,16,160.99999999999994,44.0
mb-01490,BaCdBi2,8,28.0,17.999999999999996
mb-01491,Ba(PRu)2,5,86.99999999999999,47.99999999999999
mb-01492,HfFeGe,9,197.0,91.00000000000001
mb-01493,BaSn3Pt,5,60.0,28.0
mb-01494,As2Pb3O8,26,40.99999999999999,21.0
mb-01495,Ti(CuS)4,9,76.0,37.0
mb-01496,BaTl2,6,23.999999999999993,16.0
mb-01497,DyCuSe2,4,63.0,29.0
mb-01498,Be17Nb2,19,140.00000000000006,152.00000000000003
mb-01499,Sr3(GeN)2,14,49.99999999999999,29.999999999999996
mb-01500,TiNbRe2,4,254.0,115.00000000000003
mb-01501,YZn12,13,78.99999999999999,52.00000000000001
mb-01502,LiZnN,3,116.00000000000003,84.99999999999999
mb-01503,LiZnSb,6,47.00000000000001,26.0
mb-01504,DyBiPt,3,89.0,40.99999999999999
mb-01505,V2C,12,243.9999999999999,117.00000000000001
mb-01506,ErBiPt,3,91.00000000000001,42.00000000000001
mb-01507,HoBiPt,3,90.00000000000003,40.99999999999999
mb-01508,ZrAlCu2,4,127.99999999999999,50.999999999999986
mb-01509,In2S3,40,48.99999999999999,18.999999999999996
mb-01510,LuNiBi,3,77.99999999999999,49.99999999999999
mb-01511,DySbPt,3,99.0,47.99999999999999
mb-01512,AlP,2,84.99999999999999,47.00000000000001
mb-01513,CrH,2,237.99999999999994,136.99999999999997
mb-01514,Sn4Pt,10,59.00000000000001,29.0
mb-01515,ZnP2,24,68.00000000000001,42.00000000000001
mb-01516,NbGe2,9,141.99999999999994,105.00000000000004
mb-01517,MnSbRu2,4,204.99999999999994,93.99999999999997
mb-01518,ZrMnSi,12,146.00000000000003,83.00000000000001
mb-01519,LiBO2,16,60.0,29.0
mb-01520,RbInTe2,8,23.999999999999993,7.999999999999999
mb-01521,Ca2GaCu2,5,49.99999999999999,23.999999999999993
mb-01522,AlRh,2,195.99999999999994,101.99999999999999
mb-01523,MnAs,8,114.00000000000003,78.99999999999999
mb-01524,CaPt5,6,165.99999999999997,70.99999999999999
mb-01525,ScCuO2,8,136.99999999999997,46.0
mb-01526,ZrAs2,12,109.99999999999997,70.99999999999999
mb-01527,CsAgSe4,24,9.0,6.0
mb-01528,MgSiP2,8,72.00000000000001,34.0
mb-01529,Ho2In,6,55.00000000000001,25.000000000000007
mb-01530,MgB4,20,158.99999999999994,112.99999999999994
mb-01531,HfCu2Te3,12,39.99999999999999,22.999999999999996
mb-01532,NdFeSi,6,59.00000000000001,45.00000000000001
mb-01533,MgCd3,8,45.00000000000001,12.000000000000002
mb-01534,Zr6CoAs2,9,124.00000000000003,67.0
mb-01535,HfSiMo,12,189.00000000000006,103.99999999999997
mb-01536,Zr3In,4,96.99999999999999,50.999999999999986
mb-01537,CoMoP,12,257.99999999999994,122.00000000000004
mb-01538,ZrNiSb,12,135.0,54.000000000000014
mb-01539,ScCd3,8,61.000000000000014,27.000000000000004
mb-01540,LiCoAs,6,54.000000000000014,29.999999999999996
mb-01541,RbCaF3,5,46.0,26.0
mb-01542,K2TcCl6,9,7.999999999999999,7.0
mb-01543,ZrPRu,12,207.99999999999997,108.00000000000004
mb-01544,CoP,8,193.00000000000006,111.00000000000004
mb-01545,NiBr2,3,17.0,7.0
mb-01546,NiI2,3,13.999999999999998,6.0
mb-01547,SmPd,4,79.99999999999999,27.000000000000004
mb-01548,IBr,4,2.0,1.0
mb-01549,TmCd3,8,55.00000000000001,28.0
mb-01550,YSnPt,12,108.00000000000004,40.99999999999999
mb-01551,Li4NCl,6,36.0,29.999999999999996
mb-01552,Zr2CoP,8,154.0,77.99999999999999
mb-01553,Sr(CuSb)2,10,62.0,21.999999999999996
mb-01554,BaNb4O6,11,184.99999999999997,109.00000000000004
mb-01555,Zr2NiP,8,152.00000000000003,83.00000000000001
mb-01556,SrInPt,12,62.0,25.000000000000007
mb-01557,Hf2CoP,8,165.99999999999997,85.99999999999999
mb-01558,Hf6CoBi2,9,111.99999999999997,59.00000000000001
mb-01559,NbGeIr,12,223.99999999999997,92.99999999999999
mb-01560,Ti5Si4,36,141.99999999999994,95.00000000000001
mb-01561,MnAlOs2,4,257.99999999999994,144.00000000000003
mb-01562,TiAsRh,12,178.00000000000003,76.0
mb-01563,Tb(SiRu)2,5,146.00000000000003,79.99999999999999
mb-01564,ZrVP,12,177.00000000000009,107.00000000000001
mb-01565,NiSbS,12,96.0,50.999999999999986
mb-01566,YbRh2,6,131.00000000000006,47.00000000000001
mb-01567,ScSi2Rh,16,140.99999999999991,84.99999999999999
mb-01568,Ce3Sn,4,56.00000000000001,37.0
mb-01569,Sm2GeRh3,6,126.99999999999999,44.0
mb-01570,Li3InN2,48,85.99999999999999,58.00000000000001
mb-01571,Ca2AuN,8,59.00000000000001,30.999999999999996
mb-01572,Mg2Ga5,14,45.00000000000001,33.0
mb-01573,Na2PtO2,5,70.00000000000001,27.000000000000004
mb-01574,Sr8Fe8O23,39,124.00000000000003,74.00000000000001
mb-01575,HfCoSn,18,140.00000000000006,72.00000000000001
mb-01576,Tl4Te3Pb,16,25.000000000000007,12.999999999999998
mb-01577,YbBRh3,5,161.99999999999994,85.99999999999999
mb-01578,CaZrN2,12,161.99999999999994,123.00000000000003
mb-01579,Y2Cl3,10,16.0,12.000000000000002
mb-01580,Mn2SnO4,14,127.99999999999999,47.99999999999999
mb-01581,Sc(FeSi)2,20,171.99999999999991,109.99999999999997
mb-01582,ScSnPt,18,118.99999999999996,56.00000000000001
mb-01583,P2Pb2O7,44,46.0,20.000000000000004
mb-01584,Na6ZnS4,22,32.00000000000001,15.000000000000004
mb-01585,PH4Br,12,12.999999999999998,7.0
mb-01586,K2PtBr6,9,10.0,6.0
mb-01587,TiZnIr2,4,225.0000000000001,102.99999999999996
mb-01588,MnAlGe,6,114.00000000000003,63.999999999999986
mb-01589,Sn7Ru3,20,109.99999999999997,37.99999999999999
mb-01590,BaGe3Pt,5,75.00000000000001,38.99999999999999
mb-01591,MgCdAg2,4,68.99999999999999,22.999999999999996
mb-01592,LiErTl2,4,45.00000000000001,17.0
mb-01593,Ba2CePtO6,10,138.0,63.0
mb-01594,RbCoCl3,10,16.0,5.000000000000001
mb-01595,Hf(CoSi)2,5,189.99999999999994,106.00000000000004
mb-01596,Li6OsN4,22,83.99999999999999,63.999999999999986
mb-01597,Ca(MgBi)2,5,35.0,21.999999999999996
mb-01598,Ba(MgBi)2,5,32.00000000000001,20.000000000000004
mb-01599,SmCoGe,12,83.99999999999999,52.00000000000001
mb-01600,CeCuGe,6,72.00000000000001,42.00000000000001
mb-01601,K3BrO,5,20.000000000000004,12.999999999999998
mb-01602,HfH2,3,149.0,34.0
mb-01603,DyInPt,9,101.99999999999999,33.0
mb-01604,CrBr3,24,7.999999999999999,5.000000000000001
mb-01605,NiP2,12,144.99999999999997,98.0
mb-01606,SrRuO3,20,165.99999999999997,70.00000000000001
mb-01607,ThRu3C,5,223.0,105.00000000000004
mb-01608,BiF5,6,15.000000000000004,11.000000000000002
mb-01609,KPt2S3,12,32.00000000000001,15.000000000000004
mb-01610,Ba2CuBrO2,6,40.99999999999999,13.999999999999998
mb-01611,LiSn4Ru,12,68.00000000000001,46.0
mb-01612,MnCu2SnSe4,8,54.000000000000014,20.000000000000004
mb-01613,Be4B,10,138.0,150.00000000000003
mb-01614,Al2NiO4,14,203.00000000000003,109.00000000000004
mb-01615,PdPbF4,12,64.99999999999999,17.999999999999996
mb-01616,Sr3(SnIr)4,11,93.99999999999997,32.00000000000001
mb-01617,IrO2,6,270.00000000000006,103.99999999999997
mb-01618,Ca3SnO,5,42.99999999999999,33.0
mb-01619,Co(BW)3,14,338.99999999999994,203.00000000000003
mb-01620,Ca4Mg4Fe3H22,33,61.000000000000014,44.0
mb-01621,Pm2MgSn,4,56.00000000000001,17.999999999999996
mb-01622,ScSiNi,12,132.00000000000006,72.00000000000001
mb-01623,ThB2C,12,181.00000000000003,124.99999999999994
mb-01624,Bi2PdO4,28,52.00000000000001,17.0
mb-01625,TbBi,2,52.00000000000001,30.999999999999996
mb-01626,HfFeP,12,212.99999999999994,124.99999999999994
mb-01627,NpGa3,4,62.0,45.00000000000001
mb-01628,TbMnSi,6,78.99999999999999,46.0
mb-01629,LuSiIr,12,154.99999999999997,84.99999999999999
mb-01630,NaTi2O4,28,144.00000000000003,77.0
mb-01631,Tm2SO2,5,127.99999999999999,70.00000000000001
mb-01632,Zr3P,32,124.99999999999994,63.999999999999986
mb-01633,YZrSb,6,79.99999999999999,40.99999999999999
mb-01634,Ba2CaIrO6,10,109.00000000000004,57.00000000000001
mb-01635,NaCl,2,22.999999999999996,13.999999999999998
mb-01636,Li2GaIr,4,81.0,21.0
mb-01637,CdSe,2,45.00000000000001,15.000000000000004
mb-01638,Sn(PbO2)2,28,46.0,17.0
mb-01639,Ca4TiN4,18,90.00000000000003,42.99999999999999
mb-01640,Pd3Pb,4,132.00000000000006,45.00000000000001
mb-01641,Ag3P11,14,52.999999999999986,32.00000000000001
mb-01642,SmClO,6,76.0,34.0
mb-01643,Eu(FeP3)4,17,150.99999999999994,111.99999999999997
mb-01644,CoB,8,302.99999999999983,152.00000000000003
mb-01645,SbF3,8,15.000000000000004,7.999999999999999
mb-01646,Rb2TiCl6,9,11.000000000000002,5.000000000000001
mb-01647,Cs2TiCl6,9,9.0,5.000000000000001
mb-01648,CoSe2,6,106.00000000000004,55.00000000000001
mb-01649,Cs2SeCl6,9,22.999999999999996,3.0
mb-01650,Rb2ZrCl6,9,9.0,5.000000000000001
mb-01651,YCuPb,6,68.00000000000001,44.0
mb-01652,Tl2PtCl6,9,11.000000000000002,6.0
mb-01653,K2OsBr6,9,12.999999999999998,3.0
mb-01654,Fe2W,12,259.00000000000006,136.99999999999997
mb-01655,Na3Bi,8,17.0,10.0
mb-01656,K2TiCl6,9,12.000000000000002,5.000000000000001
mb-01657,HfCuSi,12,154.99999999999997,84.99999999999999
mb-01658,Sc3(NiGe)4,11,126.99999999999999,75.00000000000001
mb-01659,VBO4,6,20.000000000000004,26.0
mb-01660,ZrAlCo2,4,160.99999999999994,77.99999999999999
mb-01661,HfSnPd,3,122.00000000000004,58.00000000000001
mb-01662,Li2O2,8,70.99999999999999,49.99999999999999
mb-01663,VSn2,12,98.0,52.00000000000001
mb-01664,AlClO,6,29.0,21.0
mb-01665,Ga2HgTe4,7,23.999999999999993,15.000000000000004
mb-01666,ZrSbRu,3,135.99999999999997,47.00000000000001
mb-01667,SmBrO,6,16.0,13.999999999999998
mb-01668,KNO2,4,17.0,6.0
mb-01669,Mn(ReO4)2,11,13.999999999999998,10.0
mb-01670,ZrCuSi,12,146.99999999999997,83.99999999999999
mb-01671,NaBH4,12,18.999999999999996,10.0
mb-01672,Cs2GeCl6,9,7.999999999999999,5.000000000000001
mb-01673,Bi2SO2,10,44.0,22.999999999999996
mb-01674,HfNbB4,6,269.00000000000006,219.00000000000009
mb-01675,La3InC,5,28.0,39.99999999999999
mb-01676,PrB2Ir3,6,225.0000000000001,96.0
mb-01677,NaBO2,24,46.0,18.999999999999996
mb-01678,SiPd,8,149.0,58.00000000000001
mb-01679,Tl2PdCl4,7,13.999999999999998,6.0
mb-01680,Ca(ZnN)2,5,119.99999999999996,79.99999999999999
mb-01681,ErMgCd2,4,55.00000000000001,25.000000000000007
mb-01682,Li5SbO5,11,96.99999999999999,64.99999999999999
mb-01683,Ho(SiRh)2,5,160.99999999999994,88.00000000000001
mb-01684,Zr(SiNi)2,5,170.99999999999991,82.0
mb-01685,Ba2MnSe3,24,36.0,20.000000000000004
mb-01686,V3Ga,8,168.0,37.99999999999999
mb-01687,KGaSb4,24,21.0,13.999999999999998
mb-01688,Rb2MnCl4,7,20.000000000000004,11.000000000000002
mb-01689,Tl2Au,6,21.0,7.0
mb-01690,Hf5CuSn3,18,118.00000000000003,62.0
mb-01691,NbAlO4,12,171.99999999999991,74.00000000000001
mb-01692,Li2PmIn,4,40.99999999999999,30.999999999999996
mb-01693,GeRh2,12,192.00000000000003,63.999999999999986
mb-01694,Li9Ge4,26,34.0,27.000000000000004
mb-01695,UAsSe,6,73.0,42.00000000000001
mb-01696,SrGaCu2,4,52.999999999999986,26.0
mb-01697,In2O3,40,144.99999999999997,58.00000000000001
mb-01698,Cu2PbO2,10,50.999999999999986,17.0
mb-01699,AlAgTe2,8,42.00000000000001,17.0
mb-01700,Cs2HfI6,9,7.0,4.0
mb-01701,Cd2GeO4,28,100.0,34.0
mb-01702,Th2MnN3,6,193.00000000000006,99.0
mb-01703,LiNbO2,8,154.0,100.0
mb-01704,CaAsAu,6,57.00000000000001,26.0
mb-01705,Li2CuSn,4,52.00000000000001,29.999999999999996
mb-01706,SmSF,6,98.0,50.999999999999986
mb-01707,Li3AlN2,48,103.99999999999997,101.00000000000001
mb-01708,Cu3PS4,16,78.99999999999999,36.0
mb-01709,ZrSiS,6,124.99999999999994,85.99999999999999
mb-01710,CsNaTe,6,17.999999999999996,7.999999999999999
mb-01711,SrCuSn2,8,47.00000000000001,22.999999999999996
mb-01712,B2O3,15,33.0,36.0
mb-01713,Ir3W,8,350.99999999999983,193.00000000000006
mb-01714,Er(SiOs)2,5,170.00000000000006,83.00000000000001
mb-01715,YbGa,4,47.99999999999999,33.0
mb-01716,Mg3Pt,24,70.00000000000001,28.0
mb-01717,BaPt,4,49.99999999999999,18.999999999999996
mb-01718,Mg3Pd,24,59.00000000000001,21.0
mb-01719,ScCd7,16,52.999999999999986,20.000000000000004
mb-01720,DySi2Rh3,6,176.00000000000006,100.0
mb-01721,NiPS,12,118.00000000000003,61.000000000000014
mb-01722,Cr3Si,8,249.0,154.0
mb-01723,LiH2N,16,25.000000000000007,17.0
mb-01724,KCuO2,8,36.0,18.999999999999996
mb-01725,Er2Pt,12,73.0,25.000000000000007
mb-01726,ErSnPt2,8,126.00000000000001,45.00000000000001
mb-01727,PrSF,6,91.00000000000001,47.00000000000001
mb-01728,Li2ZrF6,9,58.00000000000001,35.0
mb-01729,ErPO4,12,135.99999999999997,64.99999999999999
mb-01730,Nd(SiNi)2,5,121.00000000000006,70.00000000000001
mb-01731,AcN,4,77.0,17.999999999999996
mb-01732,Pm2PtRh,4,101.00000000000001,29.0
mb-01733,BaPdS2,8,39.99999999999999,13.999999999999998
mb-01734,Nd(SiRu)2,5,140.00000000000006,79.99999999999999
mb-01735,Pm2MgGa,4,56.00000000000001,27.000000000000004
mb-01736,Pr(CuSi)2,5,100.0,74.00000000000001
mb-01737,Zr3Co,8,103.99999999999997,34.0
mb-01738,Y2Co3Si5,20,140.00000000000006,61.000000000000014
mb-01739,CaP,12,48.99999999999999,33.0
mb-01740,Sr3(FeO3)2,11,109.00000000000004,55.00000000000001
mb-01741,PuN,2,154.0,91.00000000000001
mb-01742,Ti2TcRh,4,204.0,93.99999999999997
mb-01743,Li5SiP3,18,35.0,27.000000000000004
mb-01744,KCrS2,4,48.99999999999999,36.0
mb-01745,PaO2,3,203.00000000000003,102.99999999999996
mb-01746,Rb2Pt3S4,9,21.0,7.0
mb-01747,Cu3Se2,10,74.00000000000001,15.000000000000004
mb-01748,TmNiC2,4,162.99999999999994,101.00000000000001
mb-01749,Dy2Tl,6,52.00000000000001,22.999999999999996
mb-01750,YAl3Ni,20,92.99999999999999,60.0
mb-01751,Dy(SiIr)2,5,173.00000000000003,105.00000000000004
mb-01752,CaSc2O4,28,144.00000000000003,82.0
mb-01753,BeSiN2,16,207.00000000000003,173.00000000000003
mb-01754,Sm(SiRu)2,5,140.00000000000006,81.0
mb-01755,TbZrSb,6,79.99999999999999,37.99999999999999
mb-01756,Sc3AlC,5,101.99999999999999,83.00000000000001
mb-01757,YbRh,2,79.99999999999999,34.0
mb-01758,La(FeSi)2,5,106.00000000000004,70.00000000000001
mb-01759,Mg2Ga,18,45.00000000000001,25.000000000000007
mb-01760,Ba2ZnN2,5,52.999999999999986,23.999999999999993
mb-01761,Ce(SiRh)2,5,138.0,84.99999999999999
mb-01762,CeAlO3,10,189.00000000000006,92.99999999999999
mb-01763,HoPO4,12,138.99999999999997,61.000000000000014
mb-01764,Ho(CuSi)2,5,115.00000000000003,74.00000000000001
mb-01765,TiGaNi,9,146.99999999999997,68.99999999999999
mb-01766,HfMgN2,16,156.99999999999994,75.00000000000001
mb-01767,Li2Si2O5,18,78.99999999999999,49.99999999999999
mb-01768,K3CoO2,24,27.000000000000004,9.0
mb-01769,CaCuAs,6,63.0,42.99999999999999
mb-01770,Ca3MoN3,14,56.00000000000001,22.999999999999996
mb-01771,Tl2SO4,28,23.999999999999993,7.999999999999999
mb-01772,Rb3CoO2,24,22.999999999999996,7.999999999999999
mb-01773,KUO3,5,130.00000000000006,66.00000000000001
mb-01774,Rb2CO3,24,23.999999999999993,10.0
mb-01775,Na3CoO3,14,50.999999999999986,25.000000000000007
mb-01776,LiAlGe,3,61.000000000000014,50.999999999999986
mb-01777,Dy(SiRu)2,5,144.00000000000003,78.99999999999999
mb-01778,Ti2Ga3,10,91.00000000000001,67.0
mb-01779,YbCo2,6,84.99999999999999,21.999999999999996
mb-01780,Tb(FeSi)2,5,136.99999999999997,82.0
mb-01781,ZrGa2,6,100.0,63.999999999999986
mb-01782,Zr3Ga2,10,111.99999999999997,67.0
mb-01783,F2,4,5.000000000000001,2.0
mb-01784,LiCu2Ge,4,89.0,36.0
mb-01785,YNi3,12,132.00000000000006,52.00000000000001
mb-01786,GdNiSb,3,75.00000000000001,49.99999999999999
mb-01787,YB2,3,164.00000000000003,150.99999999999994
mb-01788,Ho(FeB)2,5,100.0,77.0
mb-01789,U2PN2,5,156.0,82.0
mb-01790,Yb(CoSi)2,5,93.99999999999997,81.0
mb-01791,Tl(CuTe)2,5,30.999999999999996,12.000000000000002
mb-01792,AlRu,2,202.00000000000006,102.99999999999996
mb-01793,Rb2CN2,15,26.0,10.0
mb-01794,Mg2Hg,12,45.00000000000001,16.0
mb-01795,Lu(CuSi)2,5,118.00000000000003,70.99999999999999
mb-01796,ScHg3,8,63.999999999999986,20.000000000000004
mb-01797,Ti3Ir,8,168.99999999999997,12.999999999999998
mb-01798,MgCO3,10,105.00000000000004,63.0
mb-01799,LiNbRh2,4,175.0,64.99999999999999
mb-01800,NdTl,2,52.00000000000001,16.0
mb-01801,BRh,4,275.0000000000001,101.00000000000001
mb-01802,FeF2,6,96.99999999999999,33.0
mb-01803,Ta3Au,8,203.00000000000003,68.00000000000001
mb-01804,VIr,4,273.0,116.00000000000003
mb-01805,Cd(InS2)2,14,63.0,21.999999999999996
mb-01806,CaAlSi,15,55.00000000000001,37.99999999999999
mb-01807,YSnAu,6,77.99999999999999,42.00000000000001
mb-01808,YbBO3,10,79.99999999999999,33.0
mb-01809,La(SiOs)2,5,140.00000000000006,79.99999999999999
mb-01810,ErNbO4,12,146.99999999999997,58.00000000000001
mb-01811,MgTiN2,16,161.99999999999994,77.0
mb-01812,YTaO4,12,181.99999999999994,66.00000000000001
mb-01813,CaAg,4,20.000000000000004,11.000000000000002
mb-01814,Ca4P2O,7,57.00000000000001,42.99999999999999
mb-01815,TaGaFe2,4,223.99999999999997,124.00000000000003
mb-01816,NdSnRh,9,101.00000000000001,34.0
mb-01817,NdNiC2,4,171.99999999999991,85.99999999999999
mb-01818,TiGa3,4,100.0,74.00000000000001
mb-01819,Er(SiRh)2,5,161.99999999999994,88.00000000000001
mb-01820,VSe2,3,16.0,12.000000000000002
mb-01821,LuAlSi,6,91.00000000000001,64.99999999999999
mb-01822,Ca2CdSb2,20,29.999999999999996,21.0
mb-01823,LaSF,6,84.99999999999999,42.99999999999999
mb-01824,V3B4,7,277.99999999999994,232.00000000000009
mb-01825,NpIO,6,27.000000000000004,26.0
mb-01826,YMgAg,9,58.00000000000001,17.0
mb-01827,PaAlTc2,4,183.99999999999997,37.0
mb-01828,LiIr3,4,242.99999999999997,111.99999999999997
mb-01829,MgNi3B2,18,192.00000000000003,85.99999999999999
mb-01830,Ag3Ge5P6,28,64.99999999999999,36.0
mb-01831,CePt5,6,204.99999999999994,63.999999999999986
mb-01832,PaIr3,4,250.99999999999991,127.99999999999999
mb-01833,CaMoN3,10,105.00000000000004,45.00000000000001
mb-01834,IrW,4,334.00000000000006,182.99999999999991
mb-01835,AlCrRu2,4,231.00000000000009,112.99999999999994
mb-01836,Li15Au4,38,28.0,12.999999999999998
mb-01837,CeAl3,8,61.000000000000014,48.99999999999999
mb-01838,GaTe,12,10.0,7.0
mb-01839,ErNi,8,90.00000000000003,26.0
mb-01840,Be12V,13,130.00000000000006,144.00000000000003
mb-01841,K2CuBr3,24,13.999999999999998,7.999999999999999
mb-01842,CeAl4Ni,12,98.0,64.99999999999999
mb-01843,Nb3Pt,8,207.00000000000003,79.99999999999999
mb-01844,Li2AgSn,4,83.99999999999999,49.99999999999999
mb-01845,LaPd5,6,115.00000000000003,42.00000000000001
mb-01846,K4ZnAs2,7,15.000000000000004,9.0
mb-01847,Tb(SiOs)2,5,174.00000000000009,85.99999999999999
mb-01848,Cs2NaYBr6,10,37.99999999999999,12.000000000000002
mb-01849,TiNiSb,3,127.99999999999999,57.00000000000001
mb-01850,SmZn5,6,75.00000000000001,38.99999999999999
mb-01851,Sc2AlOs,4,124.99999999999994,46.0
mb-01852,AlZnRh2,4,184.99999999999997,90.00000000000003
mb-01853,Hf2TcOs,4,209.0000000000001,86.99999999999999
mb-01854,Y5Sn3,16,62.0,44.0
mb-01855,NbCu3S4,8,39.99999999999999,25.000000000000007
mb-01856,Zr5Sn4,18,103.99999999999997,62.0
mb-01857,Li7Sn2,18,28.0,25.000000000000007
mb-01858,Cs2Pd(IBr2)2,9,15.000000000000004,7.0
mb-01859,CaSnN2,16,95.00000000000001,36.0
mb-01860,Li13Sn5,18,29.999999999999996,23.999999999999993
mb-01861,ScRh3,4,183.99999999999997,83.99999999999999
mb-01862,Pm2ZnRu,4,79.99999999999999,23.999999999999993
mb-01863,Ag2HgI4,7,11.000000000000002,5.000000000000001
mb-01864,HRh,2,217.00000000000003,67.0
mb-01865,Li7VN4,96,83.00000000000001,72.00000000000001
mb-01866,TiCo2Sn,4,168.0,74.00000000000001
mb-01867,NaPuO3,5,73.0,55.00000000000001
mb-01868,Sc(MnSn)6,13,112.99999999999994,70.00000000000001
mb-01869,Tl3VO4,8,16.0,7.999999999999999
mb-01870,Mn(AlTe2)2,7,29.0,13.999999999999998
mb-01871,ZnCdPt2,4,154.99999999999997,57.00000000000001
mb-01872,PtSe2,3,17.999999999999996,11.000000000000002
mb-01873,Mg2TiO4,28,146.99999999999997,72.00000000000001
mb-01874,Sr(AlTe2)2,7,22.999999999999996,13.999999999999998
mb-01875,Li5ReN4,20,70.99999999999999,46.0
