mb_id,formula,n_sites,K_VRH,G_VRH,source
mb-00882,TmGa5Co,7,92.0,47.99999999999999,matbench
mb-00883,Er2B4C,7,168.99999999999997,127.0,matbench
mb-00884,ScGa5Co,7,91.0,48.99999999999999,matbench
mb-00885,ErGa5Co,7,100.0,42.99999999999999,matbench
mb-00886,Hf4Al3,7,123.00000000000004,85.99999999999999,matbench
mb-00887,InPPt5,7,234.00000000000009,61.000000000000014,matbench
mb-00888,Cs2PuO4,7,31.0,20.000000000000004,matbench
mb-00889,Dy2SO2,5,124.99999999999994,64.99999999999999,matbench
mb-00890,Eu2TiO4,7,122.00000000000004,70.00000000000001,matbench
mb-00891,HfGa5Co,7,86.99999999999999,47.00000000000001,matbench
mb-00892,ScGa5Ni,7,90.00000000000003,40.99999999999999,matbench
mb-00893,Ho2B4C,7,164.00000000000003,128.0,matbench
mb-00894,Rb2CuF4,7,37.0,22.0,matbench
mb-00895,Ti3B4,7,225.0000000000001,212.99999999999997,matbench
mb-00896,Hf(VGa2)2,7,131.00000000000006,91.0,matbench
mb-00897,K2PuO4,7,72.00000000000001,26.0,matbench
mb-00898,LuGa5Co,7,92.0,46.0,matbench
mb-00899,SrTiO3,10,168.0,102.0,matbench
mb-00900,K2TeO3,12,28.0,15.000000000000004,matbench
mb-00901,EuAl3Cu2,6,77.0,55.00000000000001,matbench
mb-00902,Ta2TcMo,4,194.99999999999991,112.99999999999994,matbench
mb-00903,Y4GaCo4,9,84.99999999999999,29.0,matbench
mb-00904,ScGaCo2,4,149.0,83.99999999999999,matbench
mb-00905,NaH2N,16,9.0,5.000000000000001,matbench
mb-00906,CoMoP2,8,197.99999999999991,111.00000000000004,matbench
mb-00907,Sc2RuRh,4,140.00000000000006,59.00000000000001,matbench
mb-00908,TiGaPd,6,121.00000000000006,45.00000000000001,matbench
mb-00909,Zr2TlC,8,44.0,81.0,matbench
mb-00910,HoCr2Si2C,6,159.99999999999991,111.00000000000004,matbench
mb-00911,PrNiSb,6,82.0,35.0,matbench
mb-00912,HoCuSn,6,72.00000000000001,52.99999999999999,matbench
mb-00913,RbAgCl3,5,32.00000000000001,12.999999999999998,matbench
mb-00914,CrF5,24,7.999999999999999,4.0,matbench
mb-00915,ErCoSi2,8,118.00000000000004,58.00000000000001,matbench
mb-00916,SrCuO2,8,88.00000000000001,42.00000000000001,matbench
mb-00917,AlVCo2,4,192.00000000000003,98.0,matbench
mb-00918,Tb2B4C,7,161.99999999999994,124.00000000000004,matbench
mb-00919,YGa5Co,7,63.99999999999999,49.99999999999999,matbench
mb-00920,Na2Ti2As2O,7,62.0,13.999999999999998,matbench
mb-00921,V3Ni,8,201.00000000000009,93.0,matbench
mb-00922,ZnAsPt5,7,185.0,68.99999999999999,matbench
mb-00923,AlNi3,4,177.00000000000009,84.99999999999999,matbench
mb-00924,Tl2CuF4,7,26.0,10.0,matbench
mb-00925,NaP,16,28.0,12.999999999999998,matbench
mb-00926,YbSi2Ni,8,86.99999999999999,57.00000000000001,matbench
mb-00927,SiSnPt5,7,185.0,70.99999999999999,matbench
mb-00928,Ti2Sn3,20,86.99999999999999,47.99999999999999,matbench
mb-00929,SrAgO2,8,77.0,30.0,matbench
mb-00930,AlAsPt5,7,209.0000000000001,59.00000000000001,matbench
mb-00931,TbGa5Co,7,82.0,52.99999999999999,matbench
mb-00932,Rb2ZnF4,7,48.99999999999999,17.0,matbench
mb-00933,KCaCO3F,7,49.99999999999999,29.0,matbench
mb-00934,GaAgTe2,8,40.99999999999999,17.0,matbench
mb-00935,BaCuO2,8,77.0,33.0,matbench
mb-00936,NdS,2,81.0,34.0,matbench
mb-00937,YbTe,2,39.99999999999999,26.0,matbench
mb-00938,Ca2Si,12,37.0,22.0,matbench
mb-00939,Li2SiO3,12,76.0,50.99999999999999,matbench
mb-00940,Y2AlNi2,5,89.0,34.0,matbench
mb-00941,PaAlRu2,4,173.00000000000003,31.0,matbench
mb-00942,AgAuO2,8,64.99999999999999,17.0,matbench
mb-00943,KHCO3,24,23.999999999999996,10.0,matbench
mb-00944,NpSn3,4,68.00000000000001,82.0,matbench
mb-00945,TmMgRh2,4,116.00000000000004,52.00000000000001,matbench
mb-00946,B2S2O9,13,29.0,25.000000000000007,matbench
mb-00947,Zn2SbN3,12,132.00000000000006,63.99999999999999,matbench
mb-00948,ZrCd,4,83.00000000000001,37.0,matbench
mb-00949,VPt,4,237.99999999999997,99.0,matbench
mb-00950,ErAs,2,78.99999999999999,54.000000000000014,matbench
mb-00951,LiCuF4,12,28.0,19.0,matbench
mb-00952,UAs,2,90.00000000000003,33.0,matbench
mb-00953,VSiRu2,4,253.00000000000003,114.00000000000004,matbench
mb-00954,Na3PS3O,16,27.000000000000004,12.999999999999998,matbench
mb-00955,Cd(HO)2,10,57.00000000000001,20.000000000000004,matbench
mb-00956,TaVO4,12,209.0000000000001,98.0,matbench
mb-00957,Cu2HgI4,7,13.999999999999998,7.999999999999999,matbench
mb-00958,ScP,2,98.0,63.0,matbench
mb-00959,Sm(AgGe)2,5,74.00000000000001,40.99999999999999,matbench
mb-00960,SmCoSi3,5,115.00000000000004,72.00000000000001,matbench
mb-00961,Li6CrN4,22,84.99999999999999,72.00000000000001,matbench
mb-00962,Ga2FeO4,14,173.00000000000003,74.00000000000001,matbench
mb-00963,Ti,3,112.99999999999994,61.000000000000014,matbench
mb-00964,Al2Os,3,191.00000000000009,141.99999999999994,matbench
mb-00965,SnPd3,4,146.00000000000003,52.00000000000001,matbench
mb-00966,VFeSb,3,159.99999999999991,62.0,matbench
mb-00967,TmPPt,3,130.00000000000006,46.0,matbench
mb-00968,TbPPt,3,118.00000000000004,48.99999999999999,matbench
mb-00969,LiMgBi,3,31.0,21.0,matbench
mb-00970,ScRu3C,5,234.00000000000009,140.00000000000006,matbench
mb-00971,LiVN2,16,79.99999999999999,46.0,matbench
mb-00972,UBiTe,6,52.00000000000001,31.0,matbench
mb-00973,OsRu3,8,334.00000000000006,204.0,matbench
mb-00974,MnRh,2,181.99999999999997,81.0,matbench
mb-00975,Ca3GaN3,14,79.99999999999999,50.99999999999999,matbench
mb-00976,NaCuO2,8,50.99999999999999,22.0,matbench
mb-00977,DyN,2,170.00000000000006,122.00000000000004,matbench
mb-00978,Ta2C,3,256.0,138.0,matbench
mb-00979,Hf3Ge2,10,128.99999999999994,83.99999999999999,matbench
mb-00980,LiSc2Tc,4,82.0,33.0,matbench
mb-00981,YbPmZn2,4,48.99999999999999,29.0,matbench
mb-00982,MgAlIr2,4,189.00000000000009,107.0,matbench
mb-00983,CuPdO2,8,156.0,28.0,matbench
mb-00984,TiVTc2,4,232.99999999999997,93.99999999999996,matbench
mb-00985,TlAgO2,8,88.00000000000001,19.0,matbench
mb-00986,K2GeF6,18,23.0,11.000000000000002,matbench
mb-00987,MnAgO2,4,85.99999999999999,37.99999999999999,matbench
mb-00988,DyTaRu2,4,181.99999999999997,72.00000000000001,matbench
mb-00989,YRh3C,5,197.0,79.99999999999999,matbench
mb-00990,NaGe2N3,12,135.0,77.99999999999999,matbench
mb-00991,BeAlIr2,4,237.99999999999997,124.99999999999994,matbench
mb-00992,YbPrHg2,4,46.0,21.0,matbench
mb-00993,CuAgO2,4,106.00000000000004,16.0,matbench
mb-00994,Ac2MgSn,4,40.99999999999999,16.0,matbench
mb-00995,Zr3Tl,4,121.00000000000006,60.0,matbench
mb-00996,Tm2TlAg,4,68.99999999999999,23.0,matbench
mb-00997,V3Os,4,246.0000000000001,107.0,matbench
mb-00998,Ba2H6Ru,9,39.99999999999999,22.0,matbench
mb-00999,KAg2AsO4,8,49.99999999999999,17.999999999999996,matbench
mb-01000,Nb3AlC2,12,203.00000000000003,136.99999999999997,matbench
mb-01001,LiBF4,18,11.000000000000002,7.0,matbench
mb-01002,LiGaAg2,4,47.99999999999999,23.999999999999996,matbench
mb-01003,SiMo3,8,252.00000000000009,127.0,matbench
mb-01004,MnCu2GeS4,16,70.00000000000001,27.000000000000004,matbench
mb-01005,SrCN2,12,57.00000000000001,17.0,matbench
mb-01006,Yb4Sb2O,7,54.000000000000014,36.0,matbench
mb-01007,TmCdHg2,4,63.0,17.0,matbench
mb-01008,PaAgO3,5,141.99999999999994,45.00000000000001,matbench
mb-01009,SrSiPt,12,67.0,28.0,matbench
mb-01010,SO2,6,5.000000000000001,3.0,matbench
mb-01011,PmBi3,4,54.000000000000014,9.0,matbench
mb-01012,MnAl,4,140.99999999999991,81.0,matbench
mb-01013,CdSiP2,8,75.00000000000001,38.99999999999999,matbench
mb-01014,Y3TlC,5,75.00000000000001,63.99999999999999,matbench
mb-01015,Y2PdRu,4,102.0,38.99999999999999,matbench
mb-01016,HoMg3,4,35.0,23.999999999999996,matbench
mb-01017,Sr2In3Rh2,7,57.00000000000001,25.000000000000007,matbench
mb-01018,Ga2HgSe4,7,32.00000000000001,17.999999999999996,matbench
mb-01019,Sr2HN,4,30.0,35.0,matbench
mb-01020,SmAgHg2,4,67.0,17.0,matbench
mb-01021,LiV2O5,32,74.00000000000001,36.0,matbench
mb-01022,Tm2SeO2,5,126.0,66.00000000000001,matbench
mb-01023,CaTiO3,40,171.99999999999991,101.0,matbench
mb-01024,Mn(AsO2)2,28,47.99999999999999,19.0,matbench
mb-01025,YbInCu4,6,86.99999999999999,46.0,matbench
mb-01026,H3N,16,7.999999999999999,4.0,matbench
mb-01027,Pm2CuSi,4,76.0,28.0,matbench
mb-01028,CaLaCd2,4,40.99999999999999,20.000000000000004,matbench
mb-01029,Dy2TlAg,4,63.99999999999999,19.0,matbench
mb-01030,MgTaOs2,4,229.0,99.0,matbench
mb-01031,Hf2ZnRe,4,159.99999999999991,58.00000000000001,matbench
mb-01032,Ti2Ni,24,140.99999999999991,36.0,matbench
mb-01033,YbSmHg2,4,46.0,23.999999999999996,matbench
mb-01034,Be2RhAu,4,153.00000000000003,35.0,matbench
mb-01035,MgSiRh2,4,177.00000000000009,77.99999999999999,matbench
mb-01036,CdSeO4,12,54.000000000000014,20.000000000000004,matbench
mb-01037,Lu2TlCd,4,61.000000000000014,19.0,matbench
mb-01038,LiSm2Os,4,72.00000000000001,29.0,matbench
mb-01039,HfI3,8,4.0,2.0,matbench
mb-01040,HfZnAu2,4,136.99999999999997,17.0,matbench
mb-01041,Er2(NiB2)3,11,176.00000000000006,138.0,matbench
mb-01042,Ce(Re2Si)2,7,193.00000000000009,114.00000000000004,matbench
mb-01043,K2PtCl4,7,12.000000000000002,7.0,matbench
mb-01044,Li2TiF6,18,48.99999999999999,30.0,matbench
mb-01045,LiFe2F6,18,72.00000000000001,33.0,matbench
mb-01046,Sn3Ru2,20,127.0,58.00000000000001,matbench
mb-01047,Rb4I2O,7,10.0,9.0,matbench
mb-01048,Na5BiO5,11,54.000000000000014,37.0,matbench
mb-01049,RbNiBr3,10,17.0,4.0,matbench
mb-01050,GaAgSe2,8,49.99999999999999,17.999999999999996,matbench
mb-01051,LiLaHg2,4,54.000000000000014,10.0,matbench
mb-01052,NaTcO3,5,288.0000000000001,88.00000000000001,matbench
mb-01053,Ca3PCl3,7,39.99999999999999,25.000000000000007,matbench
mb-01054,ScAl2Ni,8,107.0,63.99999999999999,matbench
mb-01055,LiAl5O8,56,195.99999999999997,121.00000000000006,matbench
mb-01056,CsVCl3,10,13.999999999999998,5.000000000000001,matbench
mb-01057,KTcO4,12,4.0,10.0,matbench
mb-01058,Ga3Fe,16,102.0,66.00000000000001,matbench
mb-01059,CrFeP,12,237.99999999999997,143.00000000000003,matbench
mb-01060,GePtSe,12,121.00000000000006,66.00000000000001,matbench
mb-01061,Na3PS4,16,23.999999999999996,10.0,matbench
mb-01062,KHS,6,13.999999999999998,7.0,matbench
mb-01063,NaHS,6,21.0,9.0,matbench
mb-01064,YbH2,12,49.99999999999999,35.0,matbench
mb-01065,ZnO,4,130.00000000000006,40.99999999999999,matbench
mb-01066,BeSiOs2,4,286.00000000000006,140.00000000000006,matbench
mb-01067,Y2Fe2O7,22,167.0,70.99999999999999,matbench
mb-01068,LuIn3,4,57.00000000000001,17.999999999999996,matbench
mb-01069,CsTaN2,8,46.0,32.00000000000001,matbench
mb-01070,Na2HgO2,5,30.0,17.999999999999996,matbench
mb-01071,EuB6,7,154.99999999999997,102.99999999999996,matbench
mb-01072,TbCoSi2,8,117.0,61.000000000000014,matbench
mb-01073,Sc2NCl2,5,26.0,16.0,matbench
mb-01074,CeSF,6,64.99999999999999,52.00000000000001,matbench
mb-01075,MgZrN2,16,149.0,68.99999999999999,matbench
mb-01076,GdTl,2,63.0,17.999999999999996,matbench
mb-01077,SrBi3,4,42.00000000000001,12.999999999999998,matbench
mb-01078,SmBRh3,5,164.00000000000003,77.0,matbench
mb-01079,Li3CuO3,28,77.99999999999999,35.0,matbench
mb-01080,LaCoGe3,5,97.0,52.99999999999999,matbench
mb-01081,MnN,2,238.99999999999991,58.00000000000001,matbench
mb-01082,CrNiAs,9,128.99999999999994,61.000000000000014,matbench
mb-01083,Be17Ru3,80,152.00000000000003,116.00000000000004,matbench
mb-01084,NbCoP,12,237.99999999999997,117.0,matbench
mb-01085,ZrGeS,6,118.99999999999996,77.0,matbench
mb-01086,Sr2IrO4,28,128.99999999999994,47.00000000000001,matbench
mb-01087,HgBr,4,12.000000000000002,5.000000000000001,matbench
mb-01088,Tl(CuSe)2,5,35.0,15.000000000000004,matbench
mb-01089,NiBi3,16,34.0,10.0,matbench
mb-01090,NdCl3,8,34.0,17.999999999999996,matbench
mb-01091,TaTe4Ir,24,17.999999999999996,12.999999999999998,matbench
mb-01092,SrSnPt,12,70.00000000000001,28.0,matbench
mb-01093,CeIn3,4,48.99999999999999,34.0,matbench
mb-01094,Zr2InC,8,118.99999999999996,82.0,matbench
mb-01095,Li2GaRh,4,59.00000000000001,32.00000000000001,matbench
mb-01096,Er(SiRu)2,5,149.0,77.0,matbench
mb-01097,MnNiGe,12,144.00000000000003,60.0,matbench
mb-01098,Zr2CS,8,165.0,111.99999999999996,matbench
mb-01099,LiCu2Si,4,103.99999999999996,46.0,matbench
mb-01100,U2Ga8Ru,11,99.0,57.00000000000001,matbench
mb-01101,SrAgBi,6,35.0,21.0,matbench
mb-01102,PuIn,2,28.0,31.0,matbench
mb-01103,TaCuS3,20,42.99999999999999,25.000000000000007,matbench
mb-01104,InI,4,12.000000000000002,7.0,matbench
mb-01105,Yb(SiRu)2,5,130.00000000000006,68.00000000000001,matbench
mb-01106,MgI2,3,7.999999999999999,4.0,matbench
mb-01107,UCl3,8,25.000000000000007,13.999999999999998,matbench
mb-01108,MgCl2,3,10.0,6.0,matbench
mb-01109,Na3AlF6,20,50.99999999999999,28.0,matbench
mb-01110,Y3PbC,5,76.0,58.00000000000001,matbench
mb-01111,PrCl3,8,34.0,17.0,matbench
mb-01112,Y2B3C2,7,149.0,64.99999999999999,matbench
mb-01113,Pm,4,38.99999999999999,23.0,matbench
mb-01114,Tl2Au4S3,18,17.999999999999996,7.0,matbench
mb-01115,Pr3Pb,4,37.99999999999999,20.000000000000004,matbench
mb-01116,Nd3In,4,36.0,12.999999999999998,matbench
mb-01117,CuBr2,3,7.0,4.0,matbench
mb-01118,PrBr3,8,26.0,12.999999999999998,matbench
mb-01119,Cs2UO4,7,36.0,20.000000000000004,matbench
mb-01120,Ti3Hg,8,118.99999999999996,68.00000000000001,matbench
mb-01121,LiFeP,6,79.99999999999999,50.99999999999999,matbench
mb-01122,FeCl2,3,11.000000000000002,7.0,matbench
mb-01123,Li8SiO6,30,81.0,58.00000000000001,matbench
mb-01124,YTiGe,6,86.99999999999999,48.99999999999999,matbench
mb-01125,Ca2IN,8,36.0,34.0,matbench
mb-01126,BiF3,16,54.000000000000014,31.0,matbench
mb-01127,BaZnO2,12,83.00000000000001,33.0,matbench
mb-01128,NaCNO,4,27.000000000000004,7.999999999999999,matbench
mb-01129,YMgIn,9,54.000000000000014,39.99999999999999,matbench
mb-01130,YAgPb,9,66.00000000000001,36.0,matbench
mb-01131,UBr3,8,31.0,11.000000000000002,matbench
mb-01132,LaMgGa,9,52.00000000000001,35.0,matbench
mb-01133,H5NF2,32,29.0,10.0,matbench
mb-01134,LiBiF4,12,72.00000000000001,27.000000000000004,matbench
mb-01135,Rb3CuO2,24,23.999999999999996,9.0,matbench
mb-01136,BaI2,12,15.000000000000004,6.0,matbench
mb-01137,CO2,12,5.000000000000001,3.0,matbench
mb-01138,LaBr3,8,26.0,12.999999999999998,matbench
mb-01139,Bi2O3,20,54.000000000000014,30.0,matbench
mb-01140,MgSiN2,16,173.00000000000003,103.99999999999996,matbench
mb-01141,GdCl3,8,29.0,15.000000000000004,matbench
mb-01142,Na5OsO6,12,64.99999999999999,37.99999999999999,matbench
mb-01143,BeCl2,6,4.0,2.0,matbench
mb-01144,GeF2,12,10.0,7.0,matbench
mb-01145,Sc3InN,5,103.99999999999996,81.0,matbench
mb-01146,Nb3Cl8,22,13.999999999999998,7.999999999999999,matbench
mb-01147,SbI3,8,3.0,2.0,matbench
mb-01148,Pm2NiRu,4,29.0,27.000000000000004,matbench
mb-01149,AlBr3,16,1.0,1.0,matbench
mb-01150,ZnTe,2,46.0,22.0,matbench
mb-01151,Ti3Rh5,16,204.99999999999997,70.99999999999999,matbench
mb-01152,ErAg2,3,79.99999999999999,32.00000000000001,matbench
mb-01153,Na4HgP2,7,15.000000000000004,12.000000000000002,matbench
mb-01154,Mg2Al5Cu6,39,100.0,58.00000000000001,matbench
mb-01155,Rb5Au3O2,20,17.999999999999996,10.0,matbench
mb-01156,Ba2PbO4,7,84.99999999999999,44.0,matbench
mb-01157,Na3ClO,5,37.0,23.0,matbench
mb-01158,ScCl3,8,7.0,4.0,matbench
mb-01159,YAlSi,6,88.00000000000001,63.0,matbench
mb-01160,MnAlFe2,4,195.99999999999997,122.00000000000004,matbench
mb-01161,CsAgCl3,10,12.000000000000002,6.0,matbench
mb-01162,Gd(PdO2)2,14,152.00000000000003,52.99999999999999,matbench
mb-01163,AsBr3,16,1.0,1.0,matbench
mb-01164,Ti2CoRe,4,195.99999999999997,97.0,matbench
mb-01165,UGeTe,6,72.00000000000001,45.00000000000001,matbench
mb-01166,NaBPt3,10,154.99999999999997,36.0,matbench
mb-01167,BeGeP2,8,72.00000000000001,64.99999999999999,matbench
mb-01168,ZrNiSn,3,152.00000000000003,73.0,matbench
mb-01169,Ni3Sn,8,164.00000000000003,66.00000000000001,matbench
mb-01170,AgPF6,8,23.0,3.0,matbench
mb-01171,Ce(CoSi)2,5,135.0,83.00000000000001,matbench
mb-01172,Mn(GaSe2)2,7,42.00000000000001,20.000000000000004,matbench
mb-01173,TmCoC,6,141.99999999999994,61.000000000000014,matbench
mb-01174,Li8CoO6,30,73.0,47.99999999999999,matbench
mb-01175,CrAgSe2,4,63.99999999999999,23.0,matbench
mb-01176,DyGe,4,63.0,55.00000000000001,matbench
mb-01177,Rb2PtCl6,9,11.000000000000002,6.0,matbench
mb-01178,Mg2NbN3,12,118.99999999999996,49.99999999999999,matbench
mb-01179,Ti2TcOs,4,226.9999999999999,100.0,matbench
mb-01180,TiTc2Mo,4,248.00000000000009,116.00000000000004,matbench
mb-01181,TmScRu2,4,128.99999999999994,49.99999999999999,matbench
mb-01182,Mg4Ta2O9,30,149.0,76.0,matbench
mb-01183,ErTaO4,12,134.00000000000003,67.0,matbench
mb-01184,LaScO3,20,154.0,78.99999999999999,matbench
mb-01185,ErInAg2,4,78.99999999999999,19.0,matbench
mb-01186,PaAgTe2,4,74.00000000000001,20.000000000000004,matbench
mb-01187,BaPb,4,25.000000000000007,12.999999999999998,matbench
mb-01188,SmScO3,20,161.99999999999994,81.0,matbench
mb-01189,ZrCu2Te3,12,38.99999999999999,21.0,matbench
mb-01190,Sr2TaCrO6,10,187.00000000000003,107.0,matbench
mb-01191,NbCrP,12,211.9999999999999,114.00000000000004,matbench
mb-01192,ZrMnP,12,175.0,111.00000000000004,matbench
mb-01193,NdSi2Ru,8,118.99999999999996,63.0,matbench
mb-01194,Ca5Bi3,32,32.00000000000001,21.0,matbench
mb-01195,MnPd3,8,150.99999999999994,52.99999999999999,matbench
mb-01196,Ge3(BiO3)4,38,50.99999999999999,40.99999999999999,matbench
mb-01197,Cs2PtCl6,9,7.999999999999999,5.000000000000001,matbench
mb-01198,BeP2,24,89.0,73.0,matbench
mb-01199,ThSb,2,77.99999999999999,29.0,matbench
mb-01200,MgBr2,3,15.000000000000004,5.000000000000001,matbench
mb-01201,BaZnSi,6,44.0,31.0,matbench
mb-01202,GeAs2,24,15.000000000000004,12.000000000000002,matbench
mb-01203,BaZnSn,6,35.0,25.000000000000007,matbench
mb-01204,Ti5Si3,16,138.99999999999997,93.99999999999996,matbench
mb-01205,Y2MgAl,4,55.00000000000001,36.0,matbench
mb-01206,Ta(ICl)2,10,4.0,3.0,matbench
mb-01207,CaGaPt,12,83.00000000000001,23.999999999999996,matbench
mb-01208,CaGePt,12,90.00000000000003,36.0,matbench
mb-01209,Cs2PbCl6,9,7.999999999999999,4.0,matbench
mb-01210,CoGe2,12,119.99999999999996,68.00000000000001,matbench
mb-01211,Cs2RuO4,28,17.999999999999996,7.0,matbench
mb-01212,Mg2TaN3,12,122.00000000000004,52.99999999999999,matbench
mb-01213,TiFeSi2,48,179.99999999999997,116.00000000000004,matbench
mb-01214,Ni3Sn4,7,98.0,47.00000000000001,matbench
mb-01215,Ho2TlAg,4,63.0,21.0,matbench
mb-01216,ErAl2Ni,8,96.0,59.00000000000001,matbench
mb-01217,Ce2C3,20,116.00000000000004,70.00000000000001,matbench
mb-01218,P2Pd3S8,13,7.0,5.000000000000001,matbench
mb-01219,LuNiSb,3,79.99999999999999,62.0,matbench
mb-01220,Dy2O3,40,141.99999999999994,63.99999999999999,matbench
mb-01221,HfZnIr2,4,212.99999999999997,86.99999999999999,matbench
mb-01222,Cs2PtBr6,9,7.999999999999999,5.000000000000001,matbench
mb-01223,MgSn4Ru,12,74.00000000000001,48.99999999999999,matbench
mb-01224,SrAlSiH,4,52.00000000000001,39.99999999999999,matbench
mb-01225,HfMnSi,12,161.99999999999994,85.99999999999999,matbench
mb-01226,Al2IrRh,4,208.0,96.0,matbench
mb-01227,Al2ZnSe4,7,37.99999999999999,23.999999999999996,matbench
mb-01228,Cr2GaC,8,179.99999999999997,116.00000000000004,matbench
mb-01229,K2RuCl6,9,15.000000000000004,4.0,matbench
mb-01230,Sr4Bi2O,7,37.99999999999999,25.000000000000007,matbench
mb-01231,Li6MoN4,22,83.00000000000001,67.0,matbench
mb-01232,Rb2PbCl6,9,10.0,5.000000000000001,matbench
mb-01233,Cd(NO3)2,72,23.999999999999996,11.000000000000002,matbench
mb-01234,Cs2PdF6,9,15.000000000000004,6.0,matbench
mb-01235,K2MgF4,7,47.00000000000001,25.000000000000007,matbench
mb-01236,MgB9N,22,209.0000000000001,170.00000000000006,matbench
mb-01237,ThIn3,4,68.00000000000001,40.99999999999999,matbench
mb-01238,RbNiCl3,10,17.999999999999996,5.000000000000001,matbench
mb-01239,KCaBi,6,16.0,9.0,matbench
mb-01240,Tl5Se2I,16,15.000000000000004,7.999999999999999,matbench
mb-01241,KIO3,20,21.0,12.999999999999998,matbench
mb-01242,Lu2MgIn,4,57.00000000000001,25.000000000000007,matbench
mb-01243,V6C5,33,237.99999999999997,175.0,matbench
mb-01244,V2CrFe,4,232.00000000000009,107.0,matbench
mb-01245,AlSiTe3,10,15.000000000000004,10.0,matbench
mb-01246,Pr4RuI5,10,16.0,10.0,matbench
mb-01247,UGa3,4,84.99999999999999,49.99999999999999,matbench
mb-01248,YbB6,7,154.99999999999997,90.00000000000003,matbench
mb-01249,Mg(SbO2)2,28,48.99999999999999,19.0,matbench
mb-01250,K2PtCl6,9,12.000000000000002,6.0,matbench
mb-01251,Tm2MgOs,4,102.99999999999996,30.0,matbench
mb-01252,ErCu5,6,123.00000000000004,26.0,matbench
mb-01253,LiAg3O2,12,74.00000000000001,19.0,matbench
mb-01254,Th(GeRh)2,5,159.99999999999991,47.99999999999999,matbench
mb-01255,CePb3,4,49.99999999999999,17.999999999999996,matbench
mb-01256,KClO4,24,17.0,7.999999999999999,matbench
mb-01257,Y2Zn17,19,81.0,50.99999999999999,matbench
mb-01258,K2OsCl6,9,12.999999999999998,4.0,matbench
mb-01259,PPbS3,20,28.0,12.999999999999998,matbench
mb-01260,Sc(SiNi)2,5,149.0,62.0,matbench
mb-01261,PrAlO3,10,177.00000000000009,121.00000000000006,matbench
mb-01262,NdI2,3,11.000000000000002,7.999999999999999,matbench
mb-01263,LiPm2Os,4,73.0,26.0,matbench
mb-01264,Fe(SiP)4,9,115.00000000000004,91.0,matbench
mb-01265,Th(FeGe)2,5,126.0,72.00000000000001,matbench
mb-01266,Ca2CdPb,4,61.000000000000014,13.999999999999998,matbench
mb-01267,Pd17Se15,64,97.0,26.0,matbench
mb-01268,CeFeSi,6,88.00000000000001,32.00000000000001,matbench
mb-01269,Ag2BiO3,24,100.0,21.0,matbench
mb-01270,NdMgNi4,6,117.0,49.99999999999999,matbench
mb-01271,GaCuPt2,4,187.00000000000003,72.00000000000001,matbench
mb-01272,AgClO4,6,27.000000000000004,7.0,matbench
mb-01273,AsPd3Pb2,12,88.00000000000001,28.0,matbench
mb-01274,HoInCu,9,66.00000000000001,46.0,matbench
mb-01275,TiBeIr2,4,241.0,121.00000000000006,matbench
mb-01276,CaIn,2,84.99999999999999,28.0,matbench
mb-01277,CuAuSe4,12,29.0,19.0,matbench
mb-01278,TiGePd,12,150.00000000000003,68.99999999999999,matbench
mb-01279,GdPt3,4,160.99999999999994,68.00000000000001,matbench
mb-01280,Li3BO3,28,73.0,40.99999999999999,matbench
mb-01281,NbInSe2,4,44.0,20.000000000000004,matbench
mb-01282,PCl3O,20,3.0,1.0,matbench
mb-01283,DySiIr,12,146.00000000000003,73.0,matbench
mb-01284,PtS,4,156.0,33.0,matbench
mb-01285,GaCuI4,6,5.000000000000001,4.0,matbench
mb-01286,LaSi2Ru,8,123.00000000000004,59.00000000000001,matbench
mb-01287,Sc5Sn3,16,72.00000000000001,50.99999999999999,matbench
mb-01288,SmIn,2,56.00000000000001,21.0,matbench
mb-01289,Ca(AlZn)2,5,61.000000000000014,36.0,matbench
mb-01290,CeAl3Ni2,6,121.00000000000006,72.00000000000001,matbench
mb-01291,ThAl3Ni2,6,128.0,74.00000000000001,matbench
mb-01292,FeH4(ClO)2,9,21.0,10.0,matbench
mb-01293,CdInPd2,4,112.99999999999994,23.999999999999996,matbench
mb-01294,ZrAl5Ni2,8,119.99999999999996,83.99999999999999,matbench
mb-01295,Ga2TeS2,10,25.000000000000007,17.999999999999996,matbench
mb-01296,Gd2O3,40,131.00000000000006,55.00000000000001,matbench
mb-01297,FePd3,4,174.00000000000009,70.99999999999999,matbench
mb-01298,K2MnCl6,9,10.0,7.0,matbench
mb-01299,Ti2InC,8,127.0,96.0,matbench
mb-01300,KP(HO2)2,16,23.999999999999996,15.000000000000004,matbench
mb-01301,Ca3BN3,7,81.0,33.0,matbench
mb-01302,MnSiIr,12,161.99999999999994,77.0,matbench
mb-01303,Nd(FeSi)2,5,124.99999999999994,79.99999999999999,matbench
mb-01304,TaAs,4,176.00000000000006,97.0,matbench
mb-01305,NaNO2,4,25.000000000000007,15.000000000000004,matbench
mb-01306,BaNbO3,5,167.0,90.00000000000003,matbench
mb-01307,MnNbP,12,228.00000000000009,100.0,matbench
mb-01308,CeGa3Pd2,6,128.0,49.99999999999999,matbench
mb-01309,Sc2Co3Si,12,154.99999999999997,78.99999999999999,matbench
mb-01310,HoInCu2,4,83.99999999999999,32.00000000000001,matbench
mb-01311,CsClO4,24,12.999999999999998,5.000000000000001,matbench
mb-01312,U3(SiC)2,7,130.00000000000006,77.0,matbench
