mb_id,formula,n_sites,K_VRH,G_VRH,_rf,_key,agl_kappa,agl_kappa_min,agl_kappa_max,agl_gamma,agl_K,agl_G,density,natoms,compound,spacegroup,n_aflow_entries,cell_volume_m3
mb-02178,Y(SiOs)2,5,165.99999999999997,84.99999999999999,Y(SiOs)2,Y(SiOs)2|5,13.4606,13.4606,13.4606,2.05688,166.329,86.0203,10.3473,5.0,Os2Si2Y1,139,1,8.433837529253832e-29
mb-02179,ReO3,8,237.99999999999997,124.00000000000004,ReO3,ReO3|8,19.32,19.32,19.32,2.1704,162.045,107.796,8.21381,8.0,O6Re2,182,1,9.46958559633749e-29
mb-02182,Ca(SiPd)2,5,108.00000000000004,40.99999999999999,Ca(SiPd)2,Ca(SiPd)2|5,3.91309,3.91309,3.91309,2.23553,107.023,39.5855,5.83179,5.0,Ca1Pd2Si2,139,1,8.800974653300222e-29
mb-02183,MgGeN2,16,146.99999999999997,83.99999999999999,MgGeN2,MgGeN2|16,6.75954,6.75954,6.75954,2.07088,146.838,83.9893,4.28252,16.0,Ge4Mg4N8,33,1,1.9380953734860446e-28
mb-02184,TlPd3O4,16,140.99999999999991,37.0,TlPd3O4,TlPd3O4|16,1.139095,1.12873,1.14946,2.40097,136.31349999999998,38.230900000000005,8.39754,16.0,O8Pd6Tl2,225,2,2.3240155376912757e-28
mb-02198,Be3P2,40,92.0,72.00000000000001,Be3P2,Be3P2|40,6.2643,6.2643,6.2643,1.71058,91.7833,71.9333,2.23018,40.0,Be24P16,206,1,5.300434031015695e-28
mb-02200,ReTeS,12,93.0,38.99999999999999,ReTeS,ReTeS|12,5.67341,5.67341,5.67341,2.14379,70.6333,42.7901,8.6618,12.0,Re4S4Te4,216,1,2.6522615079616367e-28
mb-02220,Th(SiPd)2,5,550.9999999999999,54.000000000000014,Th(SiPd)2,Th(SiPd)2|5,6.85966,6.85966,6.85966,2.25144,143.09,66.6425,9.05637,5.0,Pd2Si2Th1,139,1,9.187031213397122e-29
mb-02232,Li3UO4,8,86.99999999999999,63.0,Li3UO4,Li3UO4|8,12.9415,12.9415,12.9415,1.88842,94.9315,65.6852,6.11875,8.0,Li3O4U1,139,1,8.76166249925121e-29
mb-02236,HfAlPt,18,162.99999999999994,76.0,HfAlPt,HfAlPt|18,3.18944,3.18944,3.18944,2.04532,164.497,69.2615,12.7383,18.0,Al6Hf6Pt6,190,1,3.132936673267995e-28
mb-02241,Ba(AsRh)2,5,79.99999999999999,36.0,Ba(AsRh)2,Ba(AsRh)2|5,5.31157,5.31157,5.31157,2.34783,79.2922,42.2167,7.60964,5.0,As2Ba1Rh2,139,1,1.0757598808645924e-28
mb-02242,Bi2SeO2,5,77.99999999999999,27.000000000000004,Bi2SeO2,Bi2SeO2|5,3.51302,3.51302,3.51302,2.09493,77.3104,29.3365,9.18333,5.0,Bi2O2Se1,139,1,9.563977981777463e-29
mb-02257,ThRh2,6,170.00000000000006,35.0,ThRh2,ThRh2|6,1.42795,1.42795,1.42795,2.18732,136.688,24.2575,11.7888,6.0,Rh4Th2,194,1,1.2334851208865119e-28
mb-02260,Rb2MnCl6,9,12.999999999999998,5.000000000000001,Rb2MnCl6,Rb2MnCl6|9,0.669902,0.669902,0.669902,2.57863,10.4667,5.96607,2.7755,9.0,Cl6Mn1Rb2,225,1,2.624026521558432e-28
mb-02264,Al2HgS4,7,37.99999999999999,22.0,Al2HgS4,Al2HgS4|7,4.45629,4.45629,4.45629,2.08151,37.9815,22.2437,3.88235,7.0,Al2Hg1S4,82,1,1.637348693743835e-28
mb-02265,CsCuO2,8,29.0,11.000000000000002,CsCuO2,CsCuO2|8,1.45598,1.45598,1.45598,2.23128,31.2322,12.0383,4.22102,8.0,Cs2Cu2O4,63,1,1.797435540156911e-28
mb-02267,AlAu2,12,118.00000000000004,32.00000000000001,AlAu2,AlAu2|12,0.617981,0.617981,0.617981,2.7715,113.399,30.1104,13.933,12.0,Al4Au8,62,1,2.0065894335495453e-28
mb-02275,Mg3Ir,24,76.0,31.0,Mg3Ir,Mg3Ir|24,1.52744,1.52744,1.52744,1.93864,77.2202,34.0557,5.9914,24.0,Ir6Mg18,185,1,4.408939920131552e-28
mb-02276,CaAlAu,12,67.0,29.0,CaAlAu,CaAlAu|12,1.28149,1.28149,1.28149,2.20583,60.4457,25.7851,6.69923,12.0,Al4Au4Ca4,62,1,2.6177675131240196e-28
mb-02277,KVF3,5,68.00000000000001,34.0,KVF3,KVF3|5,3.42731,3.42731,3.42731,2.20715,66.3,32.8301,3.24817,5.0,F3K1V1,221,1,7.516767216096498e-29
mb-02289,CaCdAu,12,52.99999999999999,19.0,CaCdAu,CaCdAu|12,0.553511,0.553511,0.553511,2.33681,52.4744,18.1179,7.98465,12.0,Au4Ca4Cd4,62,1,2.9070009308659277e-28
mb-02292,SnO,4,32.00000000000001,20.000000000000004,SnO,SnO|4,7.56625,7.56625,7.56625,2.13224,32.9691,20.4425,5.99093,4.0,O2Sn2,129,1,7.46762928011339e-29
mb-02293,BaSbPt,3,58.00000000000001,22.0,BaSbPt,BaSbPt|3,2.28195,2.28195,2.28195,2.29727,58.6376,21.7037,8.34371,3.0,Ba1Pt1Sb1,187,1,9.038769188735144e-29
mb-02294,Zr2Cu,3,109.00000000000004,47.00000000000001,Zr2Cu,Zr2Cu|3,9.17171,9.17171,9.17171,1.84998,110.953,45.4699,6.94907,3.0,Cu1Zr2,139,1,5.87823474638136e-29
mb-02295,Zr2Ag,3,101.0,39.99999999999999,Zr2Ag,Zr2Ag|3,6.13645,6.13645,6.13645,1.9271,94.3041,34.2884,7.45234,3.0,Ag1Zr2,139,1,6.468859337247842e-29
mb-02298,TbInAu2,4,93.0,17.999999999999996,TbInAu2,TbInAu2|4,1.17634,1.17634,1.17634,2.48157,90.3333,24.0742,13.0404,4.0,Au2In1Tb1,225,1,8.502061996238075e-29
mb-02299,YbClF,6,52.00000000000001,30.0,YbClF,YbClF|6,2.16643,2.16643,2.16643,2.10204,52.023,25.6767,7.071,6.0,Cl2F2Yb2,129,1,1.0684722456789632e-28
mb-02303,Ca3SbN,5,56.00000000000001,48.99999999999999,Ca3SbN,Ca3SbN|5,1.65547,1.65547,1.65547,1.89312,25.2222,10.6303,2.22391,5.0,Ca3N1Sb1,221,1,1.9114944560429683e-28
mb-02305,TiO2,12,181.00000000000003,61.000000000000014,TiO2,TiO2|12,13.64025,11.6067,15.6738,1.997695,158.22750000000002,84.1309,3.752825,12.0,O8Ti4,60,2,1.4135514555684635e-28
mb-02309,LiGaSe2,16,35.0,17.0,LiGaSe2,LiGaSe2|16,1.11692,1.11692,1.11692,2.09387,36.3455,17.5234,4.04695,16.0,Ga4Li4Se8,33,1,3.8501676228657107e-28
mb-02312,UPt,4,123.00000000000004,26.0,UPt,UPt|4,1.77279,1.77279,1.77279,2.40172,100.312,31.049,14.7976,4.0,Pt2U2,63,1,9.720507481650405e-29
mb-02316,AlSb,2,48.99999999999999,30.0,AlSb,AlSb|2,6.82809,6.82809,6.82809,2.12706,49.4333,28.5377,4.07818,2.0,Al1Sb1,216,1,6.056405939827245e-29
mb-02331,B2W,12,320.99999999999983,224.0,B2W,B2W|12,22.5489,22.5317,22.5661,1.865475,312.62850000000003,214.56799999999998,12.15235,12.0,B8W4,194,2,1.123001486361643e-28
mb-02335,Si2Ru,24,185.0,108.00000000000004,Si2Ru,Si2Ru|24,6.18898,6.18898,6.18898,2.19042,184.19,108.031,6.17428,24.0,Ru8Si16,64,1,3.383129025071526e-28
mb-02338,BaZrS3,20,70.00000000000001,33.0,BaZrS3,BaZrS3|20,2.19048,2.19048,2.19048,1.98628,70.0303,33.6958,4.22263,20.0,Ba4S12Zr4,62,1,5.108223262833239e-28
mb-02355,Pd3S,8,114.00000000000004,37.99999999999999,Pd3S,Pd3S|8,1.94285,1.94285,1.94285,2.62323,105.435,36.3759,9.16937,8.0,Pd6S2,63,1,1.2724732184977844e-28
mb-02361,YIn3,4,194.99999999999991,55.00000000000001,YIn3,YIn3|4,2.71196,2.71196,2.71196,1.98705,60.1944,26.1817,7.22282,4.0,In3Y1,221,1,9.963019444892689e-29
mb-02364,GaAs,2,61.000000000000014,40.99999999999999,GaAs,GaAs|2,5.70085,3.39934,8.00236,2.20756,67.83,33.02295,5.681455,2.0,As1Ga1,44,2,4.2275791880026186e-29
mb-02367,ScBRh3,5,194.0,96.0,ScBRh3,ScBRh3|5,12.0816,12.0816,12.0816,2.1362,194.367,97.2977,8.58389,5.0,B1Rh3Sc1,221,1,7.050870234390477e-29
mb-02369,CaSnF6,8,7.0,26.0,CaSnF6,CaSnF6|8,2.92353,2.92353,2.92353,2.16078,53.7611,23.1592,2.85006,8.0,Ca1F6Sn1,225,1,1.5892971437917954e-28
mb-02371,CaCdSn,9,42.00000000000001,26.0,CaCdSn,CaCdSn|9,1.45146,1.45146,1.45146,2.16816,42.8373,23.6487,5.50402,9.0,Ca3Cd3Sn3,189,1,2.454587017190054e-28
mb-02375,As2O5,28,93.0,47.00000000000001,As2O5,As2O5|28,2.16116,2.16116,2.16116,2.45216,105.923,46.8007,4.22433,28.0,As8O20,19,1,3.613909247687092e-28
mb-02378,CuBr,2,42.99999999999999,12.000000000000002,CuBr,CuBr|2,0.9965525000000001,0.919985,1.07312,2.426415,46.208349999999996,11.888649999999998,5.54706,2.0,Br1Cu1,216,2,4.2942446843208524e-29
mb-02380,CoBW,12,334.99999999999994,193.00000000000009,CoBW,CoBW|12,15.9685,15.9685,15.9685,2.02157,327.965,196.107,13.7465,12.0,B4Co4W4,62,1,1.2252906925117838e-28
mb-02384,As3Ir,16,130.00000000000006,83.99999999999999,As3Ir,As3Ir|16,4.27824,4.27218,4.27943,2.29842,129.449,84.4634,8.81253,16.0,As12Ir4,204,3,3.1428639412312765e-28
mb-02385,BeRh,2,207.00000000000003,100.0,BeRh,BeRh|2,20.5245,20.5245,20.5245,2.06433,208.917,92.2128,8.71204,2.0,Be1Rh1,221,1,2.133182162484782e-29
mb-02386,Nb2C,12,228.00000000000009,117.0,Nb2C,Nb2C|12,15.642,15.642,15.642,1.91343,228.894,127.443,7.6527,12.0,C4Nb8,62,1,1.717007507068108e-28
mb-02393,YbSbPt,3,77.0,27.000000000000004,YbSbPt,YbSbPt|3,1.00753,1.00753,1.00753,2.34395,69.1222,14.3121,10.8716,3.0,Pt1Sb1Yb1,216,1,7.482537256552786e-29
mb-02400,Cs2TeI6,9,7.999999999999999,4.0,Cs2TeI6,Cs2TeI6|9,0.438525,0.438525,0.438525,2.34473,7.11667,4.08731,4.3266,9.0,Cs2I6Te1,225,1,4.432240458133454e-28
mb-02415,BaSbAu,6,45.00000000000001,26.0,BaSbAu,BaSbAu|6,1.94955,1.94955,1.94955,2.26163,43.5731,26.4373,7.92002,6.0,Au2Ba2Sb2,194,1,1.9123556961941093e-28
mb-02425,Hf2Hg,3,99.0,48.99999999999999,Hf2Hg,Hf2Hg|3,6.27694,6.27694,6.27694,2.00368,113.932,46.6085,14.1264,3.0,Hf2Hg1,139,1,6.554159358959973e-29
mb-02426,TaPd,4,204.0,70.99999999999999,TaPd,TaPd|4,8.52727,8.52727,8.52727,2.14457,202.529,76.4207,14.177,4.0,Pd2Ta2,129,1,6.73182748664634e-29
mb-02428,SrTiN2,8,121.00000000000006,49.99999999999999,SrTiN2,SrTiN2|8,7.47569,7.47569,7.47569,1.89853,120.349,50.3323,4.48026,8.0,N4Sr2Ti2,129,1,1.2119778838663417e-28
mb-02435,AlPd5,24,161.99999999999994,50.99999999999999,AlPd5,AlPd5|24,0.991279,0.991279,0.991279,2.52228,149.568,46.2551,10.4216,24.0,Al4Pd20,62,1,3.5632790994893794e-28
mb-02438,Y3SnC,5,82.0,63.0,Y3SnC,Y3SnC|5,11.5151,11.5151,11.5151,1.90523,81.9889,61.5135,5.59368,5.0,C1Sn1Y3,221,1,1.1798346364364892e-28
mb-02443,HoN,2,164.00000000000003,126.0,HoN,HoN|2,36.4121,36.4121,36.4121,1.99138,166.433,129.03,10.2306,2.0,Ho1N1,225,1,2.904344928681288e-29
mb-02446,CeIr2,6,257.99999999999994,72.00000000000001,CeIr2,CeIr2|6,11.7621,11.7621,11.7621,2.21069,,,15.9797,6.0,Ce2Ir4,227,1,1.0901778727836461e-28
mb-02455,Rb2O,3,5.000000000000001,4.0,Rb2O,Rb2O|3,0.6951865,0.689463,0.70091,2.188795,22.7895,7.784745,3.815265,3.0,O1Rb2,225,2,8.136076275753925e-29
mb-02456,TbAl2,6,77.0,57.00000000000001,TbAl2,TbAl2|6,9.39143,9.39143,9.39143,1.81811,79.4667,56.8041,5.75655,6.0,Al4Tb2,227,1,1.2281993566104539e-28
mb-02459,MgCu4Sn,6,100.0,55.00000000000001,MgCu4Sn,MgCu4Sn|6,3.40429,3.40429,3.40429,2.41789,90.2944,52.3367,7.30889,6.0,Cu4Mg1Sn1,216,1,9.024139875444624e-29
mb-02460,BaHfN2,8,103.99999999999996,44.0,BaHfN2,BaHfN2|8,5.30519,5.30519,5.30519,1.9337,104.323,44.4591,7.81402,8.0,Ba2Hf2N4,129,1,1.4613318411829266e-28
mb-02462,ZnS,2,68.00000000000001,33.0,ZnS,ZnS|2,8.40003,8.40003,8.40003,1.99396,71.1889,33.9479,4.17515,2.0,S1Zn1,216,1,3.876732214021137e-29
mb-02464,BiAu2,6,102.0,21.0,BiAu2,BiAu2|6,0.848172,0.848172,0.848172,2.6183,96.0722,26.5625,15.3084,6.0,Au4Bi2,227,1,1.3079897101944078e-28
mb-02465,SrTcO3,5,176.00000000000006,60.0,SrTcO3,SrTcO3|5,19.1747,19.1747,19.1747,1.80235,166.967,93.7816,5.88337,5.0,O3Sr1Tc1,221,1,6.593706462500797e-29
mb-02466,InAgS2,8,52.00000000000001,16.0,InAgS2,InAgS2|8,1.06485,1.06485,1.06485,2.232,48.2976,15.9626,4.65882,8.0,Ag2In2S4,122,1,2.0445928591289096e-28
mb-02468,CdS,4,52.99999999999999,17.999999999999996,CdS,CdS|4,1.7601,1.7601,1.7601,2.13572,55.3691,17.3261,4.63641,4.0,Cd2S2,186,1,1.0348870883679772e-28
mb-02475,KSnSb,6,28.0,10.0,KSnSb,KSnSb|6,1.50833,1.50833,1.50833,2.11967,20.4628,12.6556,4.02879,6.0,K2Sb2Sn2,186,1,2.304583183007196e-28
mb-02478,SnAu,4,72.00000000000001,20.000000000000004,SnAu,SnAu|4,0.627925,0.627925,0.627925,2.57494,68.8832,15.5035,10.8216,4.0,Au2Sn2,194,1,9.687907063944341e-29
mb-02480,Si3NiP4,8,105.00000000000004,61.000000000000014,Si3NiP4,Si3NiP4|8,6.57731,6.57731,6.57731,2.31505,104.127,62.6791,3.15302,8.0,Ni1P4Si3,121,1,1.405339836195056e-28
mb-02481,SrP,12,45.00000000000001,27.000000000000004,SrP,SrP|12,2.65588,2.65588,2.65588,1.94309,44.8799,26.8692,3.43964,12.0,P6Sr6,189,1,3.4351776626179e-28
mb-02483,ZnCl2,6,7.0,5.000000000000001,ZnCl2,ZnCl2|6,3.49317,3.49317,3.49317,2.06025,10.2831,7.20121,2.86908,6.0,Cl4Zn2,122,1,1.577902205179381e-28
mb-02492,BMo,8,311.0,200.00000000000003,BMo,BMo|8,29.1569,29.1569,29.1569,1.96623,303.063,198.568,8.40281,8.0,B4Mo4,141,1,8.438329842511031e-29
mb-02494,LiPd2Pb,4,91.0,13.999999999999998,LiPd2Pb,LiPd2Pb|4,0.57286,0.57286,0.57286,2.57831,88.0444,15.127,10.4441,4.0,Li1Pb1Pd2,225,1,6.788700141141469e-29
mb-02496,Ta2Be,6,187.00000000000003,117.0,Ta2Be,Ta2Be|6,23.8404,23.8404,23.8404,1.61119,186.979,123.594,13.4125,6.0,Be2Ta4,140,1,9.184076466222571e-29
mb-02497,HfAg,4,117.0,49.99999999999999,HfAg,HfAg|4,4.06398,4.06398,4.06398,2.12368,103.11,41.2012,12.0238,4.0,Ag2Hf2,129,1,7.90946253772654e-29
mb-02507,LiPt7,8,220.0,83.00000000000001,LiPt7,LiPt7|8,2.33658,2.33658,2.33658,2.75046,207.578,72.8693,19.0294,8.0,Li1Pt7,225,1,1.1976930567064924e-28
mb-02508,CaB6,7,149.0,85.99999999999999,CaB6,CaB6|7,28.2052,28.2052,28.2052,1.58483,143.478,85.4684,2.44055,7.0,B6Ca1,221,1,7.140341802687597e-29
mb-02510,OsS2,12,194.0,138.99999999999997,OsS2,OsS2|12,8.91592,8.91592,8.91592,2.34264,187.083,135.7,9.24804,12.0,Os4S8,205,1,1.8268723626902118e-28
mb-02514,HfZn2,6,112.99999999999994,58.00000000000001,HfZn2,HfZn2|6,5.99976,5.99976,5.99976,2.01735,,,10.5377,6.0,Hf2Zn4,227,1,9.748199660066392e-29
mb-02516,HoSe,2,82.0,25.000000000000007,HoSe,HoSe|2,4.13686,4.13686,4.13686,2.14469,82.6611,27.2323,8.5895,2.0,Ho1Se1,225,1,4.7149357292686526e-29
mb-02524,TiSnPt,3,136.99999999999997,56.00000000000001,TiSnPt,TiSnPt|3,6.19958,6.19958,6.19958,2.25264,132.111,49.0471,9.69385,3.0,Pt1Sn1Ti1,216,1,6.195187872446557e-29
mb-02528,YRh2,6,152.00000000000003,62.0,YRh2,YRh2|6,5.35345,5.35345,5.35345,2.18121,152.25,59.4382,9.18986,6.0,Rh4Y2,227,1,1.065062673815302e-28
mb-02529,TiAg,4,111.00000000000004,35.0,TiAg,TiAg|4,5.10615,5.10615,5.10615,2.1924,94.3181,44.4517,7.13176,4.0,Ag2Ti2,129,1,7.252189746545943e-29
mb-02533,ThOs2,6,212.99999999999997,28.0,ThOs2,ThOs2|6,1.42381,1.42381,1.42381,2.10232,213.228,26.9217,16.8544,6.0,Os4Th2,227,1,1.2068978512414454e-28
mb-02536,Dy(SiNi)2,5,121.00000000000006,74.00000000000001,Dy(SiNi)2,Dy(SiNi)2|5,9.4319,9.4319,9.4319,2.05202,134.585,70.2294,7.5438,5.0,Dy1Ni2Si2,139,1,7.397294542915972e-29
mb-02542,ZrSb,8,103.99999999999996,58.00000000000001,ZrSb,ZrSb|8,5.7095,5.7095,5.7095,2.06479,103.471,57.6057,7.6734,8.0,Sb4Zr4,198,1,1.8436064987252306e-28
mb-02544,CaPd2,6,93.99999999999996,37.0,CaPd2,CaPd2|6,2.24617,2.24617,2.24617,2.33137,92.6556,35.1634,7.32701,6.0,Ca2Pd4,227,1,1.1463890994866256e-28
mb-02545,Na2S,3,28.0,17.999999999999996,Na2S,Na2S|3,3.52548,3.52548,3.52548,2.0229,29.3944,18.3533,1.85307,3.0,Na2S1,225,1,6.993583904463173e-29
mb-02552,MnCr2O4,14,165.99999999999997,63.99999999999999,MnCr2O4,MnCr2O4|14,4.60207,4.60207,4.60207,2.06594,166.1,61.9419,4.642,14.0,Cr4Mn2O8,227,1,1.5949176897172593e-28
mb-02556,YbNiSb,3,68.99999999999999,33.0,YbNiSb,YbNiSb|3,1.40019,1.40019,1.40019,2.19576,61.525,16.0426,8.90919,3.0,Ni1Sb1Yb1,216,1,6.588585502027808e-29
mb-02558,NaBrO3,20,27.000000000000004,16.0,NaBrO3,NaBrO3|20,2.41482,2.39887,2.4991,2.19005,25.365,15.2206,3.1774,20.0,Br4Na4O12,198,3,3.1543023844934343e-28
mb-02569,NaPF6,8,20.000000000000004,10.0,NaPF6,NaPF6|8,4.56798,4.56798,4.56798,2.09679,21.1111,9.88395,2.23804,8.0,F6Na1P1,225,1,1.2461533138738433e-28
mb-02571,Al4Cu9,52,128.99999999999994,70.00000000000001,Al4Cu9,Al4Cu9|52,0.774145,0.774145,0.774145,2.27637,118.161,45.0751,6.82637,52.0,Al16Cu36,215,1,6.6149425584297355e-28
mb-02572,MnNiSb,3,109.00000000000004,46.0,MnNiSb,MnNiSb|3,1.62039,1.62039,1.62039,2.20898,91.1944,35.3965,7.15635,3.0,Mn1Ni1Sb1,216,1,5.461956032069474e-29
mb-02577,Sr(POs)2,5,83.99999999999999,52.00000000000001,Sr(POs)2,Sr(POs)2|5,9.74165,9.74165,9.74165,2.20891,95.7254,52.3577,9.36327,5.0,Os2P2Sr1,139,1,9.399829442912824e-29
mb-02589,GaP,2,76.0,52.00000000000001,GaP,GaP|2,8.02224,2.68278,13.3617,2.17075,84.41665,35.268550000000005,4.477315,2.0,Ga1P1,216,2,3.7346245961900573e-29
mb-02592,ZrZn,2,108.00000000000004,47.00000000000001,ZrZn,ZrZn|2,12.747,12.747,12.747,1.90787,96.2444,46.007,7.02841,2.0,Zn1Zr1,221,1,3.70062668097964e-29
mb-02594,Mg3In,4,42.00000000000001,16.0,Mg3In,Mg3In|4,2.0439,2.0439,2.0439,2.04849,44.25,18.6461,3.44394,4.0,In1Mg3,221,1,9.051783152370475e-29
mb-02603,Tl3SbSe3,28,13.999999999999998,6.0,Tl3SbSe3,Tl3SbSe3|28,0.294795,0.294795,0.294795,2.16118,15.4473,6.62033,7.14154,28.0,Sb4Se12Tl12,198,1,9.038359200032293e-28
mb-02609,VF2,6,93.0,35.0,VF2,VF2|6,3.15852,3.15852,3.15852,2.1813,93.3374,33.6302,3.72611,6.0,F4V2,136,1,7.927062397271028e-29
mb-02611,DyMg3,4,33.0,25.000000000000007,DyMg3,DyMg3|4,5.11888,5.11888,5.11888,1.75916,41.2556,26.0822,4.01682,4.0,Dy1Mg3,225,1,9.731972169495548e-29
mb-02616,CsCaF3,5,117.0,42.99999999999999,CsCaF3,CsCaF3|5,2.42221,2.42221,2.42221,2.22504,48.15,26.8264,3.9727,5.0,Ca1Cs1F3,221,1,9.612821306343288e-29
mb-02619,ErAu2,3,103.99999999999996,39.99999999999999,ErAu2,ErAu2|3,2.8501,2.8501,2.8501,2.41845,101.818,39.1171,15.1572,3.0,Au2Er1,139,1,6.148110926423196e-29
mb-02629,Ti2N,6,204.0,117.0,Ti2N,Ti2N|6,20.4284,20.4284,20.4284,1.94794,174.394,96.4544,4.57106,6.0,N2Ti4,141,1,7.973149318057733e-29
mb-02632,AlN,4,194.0,122.00000000000004,AlN,AlN|4,37.5222,37.4828,39.0432,1.85904,203.557,121.954,3.41734,4.0,Al2N2,186,3,3.983365511768981e-29
mb-02633,TbP,2,86.99999999999999,58.00000000000001,TbP,TbP|2,20.4592,20.4592,20.4592,1.79333,85.5278,58.0501,6.8187,2.0,P1Tb1,225,1,4.624560316447737e-29
mb-02636,GaFeCo2,4,191.00000000000009,81.0,GaFeCo2,GaFeCo2|4,20.0452,20.0452,20.0452,1.41004,106.367,66.0041,7.76553,4.0,Co2Fe1Ga1,225,1,5.205469747572083e-29
mb-02639,VSbO4,12,185.0,101.0,VSbO4,VSbO4|12,9.59146,9.59146,9.59146,2.19186,169.064,103.734,5.69746,12.0,O8Sb2V2,109,1,1.3797309773649627e-28
mb-02645,GdTe,2,75.00000000000001,26.0,GdTe,GdTe|2,3.1224,3.1224,3.1224,2.07057,71.8444,23.6972,7.80579,2.0,Gd1Te1,225,1,6.059662805231375e-29
mb-02651,ZrIn3,4,72.00000000000001,47.99999999999999,ZrIn3,ZrIn3|4,5.45224,5.45224,5.45224,2.28495,79.5391,51.6571,8.01929,4.0,In3Zr1,139,1,9.021501151700052e-29
mb-02655,La2Pd2O5,18,130.00000000000006,48.99999999999999,La2Pd2O5,La2Pd2O5|18,2.44399,2.44399,2.44399,2.20757,126.952,49.0465,7.14268,18.0,La4O10Pd4,84,1,2.653298756131528e-28
mb-02656,Si3N4,14,234.00000000000009,119.99999999999996,Si3N4,Si3N4|14,21.8677,17.9999,33.5641,1.9106,254.578,152.919,3.41492,14.0,N8Si6,176,3,1.36428320500667e-28
mb-02658,Ba(AsRu)2,5,77.0,38.99999999999999,Ba(AsRu)2,Ba(AsRu)2|5,6.72884,6.72884,6.72884,2.22892,77.318,41.1028,7.50197,5.0,As2Ba1Ru2,139,1,1.083073783375098e-28
mb-02660,OsSe2,12,158.0,106.00000000000004,OsSe2,OsSe2|12,5.78844,5.78844,5.78844,2.37881,153.547,105.049,10.5976,12.0,Os4Se8,205,1,2.182066415930304e-28
mb-02665,SrHg,2,81.0,17.999999999999996,SrHg,SrHg|2,1.92926,1.92926,1.92926,2.28915,29.1111,17.4304,7.46361,2.0,Hg1Sr1,221,1,6.41223167542482e-29
mb-02667,Ge7Ir3,20,143.00000000000003,83.99999999999999,Ge7Ir3,Ge7Ir3|20,2.59575,2.59575,2.59575,2.489,146.483,84.2498,10.7762,20.0,Ge14Ir6,229,1,3.344226013810849e-28
mb-02669,TbRh3C,5,197.0,77.0,TbRh3C,TbRh3C|5,7.53173,7.53173,7.53173,2.18805,197.333,76.2995,11.0042,5.0,C1Rh3Tb1,221,1,7.23798002530449e-29
mb-02673,Zn3N2,40,130.00000000000006,57.00000000000001,Zn3N2,Zn3N2|40,2.32996,2.32996,2.32996,2.01404,139.843,73.3224,6.77729,40.0,N16Zn24,206,1,4.395384522588708e-28
mb-02674,Ba5Al5Sn,11,30.0,17.999999999999996,Ba5Al5Sn,Ba5Al5Sn|11,1.53304,1.53304,1.53304,1.91745,29.1983,16.9659,4.30608,11.0,Al5Ba5Sn1,187,1,3.6258646605309643e-28
mb-02677,Cs2PtC2,5,33.0,13.999999999999998,Cs2PtC2,Cs2PtC2|5,2.43896,2.43896,2.43896,1.99299,33.801,15.0041,5.39921,5.0,C2Cs2Pt1,164,1,1.4913708982785286e-28
mb-02679,CaInPt,12,72.00000000000001,27.000000000000004,CaInPt,CaInPt|12,1.09828,1.09828,1.09828,2.2498,73.6303,26.3865,8.54729,12.0,Ca4In4Pt4,62,1,2.71971800526016e-28
mb-02684,La3GaBr3,7,37.99999999999999,21.0,La3GaBr3,La3GaBr3|7,1.85009,1.85009,1.85009,2.19998,42.8556,22.9622,5.11936,7.0,Br3Ga1La3,221,1,2.355377986678752e-28
mb-02687,MgSe,4,31.0,20.000000000000004,MgSe,MgSe|4,2.62973,2.62973,2.62973,1.91133,45.4159,16.4488,3.18436,4.0,Mg2Se2,186,1,1.0769860616997278e-28
mb-02695,Mo2C,12,294.0,150.00000000000003,Mo2C,Mo2C|12,14.7427,14.7427,14.7427,2.07959,291.099,154.381,8.94692,12.0,C4Mo8,60,1,1.5136760931512634e-28
mb-02698,Sr3SbN,5,47.00000000000001,37.99999999999999,Sr3SbN,Sr3SbN|5,5.80746,5.80746,5.80746,1.99347,45.9,38.2214,4.66575,5.0,N1Sb1Sr3,221,1,1.4187112652169292e-28
mb-02702,BaAu,8,32.00000000000001,12.999999999999998,BaAu,BaAu|8,0.682268,0.682268,0.682268,2.08236,30.7342,13.9001,8.09067,8.0,Au4Ba4,62,1,2.7444329393213464e-28
mb-02705,BaZrN2,8,100.0,39.99999999999999,BaZrN2,BaZrN2|8,5.23702,5.23702,5.23702,1.943,104.11,41.7686,5.68825,8.0,Ba2N4Zr2,129,1,1.4979482598198658e-28
mb-02706,HoSi2Rh3,6,185.0,100.0,HoSi2Rh3,HoSi2Rh3|6,11.1814,11.1814,11.1814,2.16715,179.728,101.449,9.22257,6.0,Ho1Rh3Si2,191,1,9.539457966650088e-29
mb-02708,NbAlRu2,4,231.00000000000009,117.0,NbAlRu2,NbAlRu2|4,26.2293,26.2293,26.2293,2.05603,,,9.02543,4.0,Al1Nb1Ru2,225,1,5.924813992862162e-29
mb-02710,Tb3AlC,5,36.0,12.000000000000002,Tb3AlC,Tb3AlC|5,7.771125,2.00545,13.5368,1.550465,56.213899999999995,34.88955,6.377245,5.0,Al1C1Tb3,221,2,1.3429833616705886e-28
mb-02722,CeBRh3,5,192.00000000000003,47.99999999999999,CeBRh3,CeBRh3|5,5.31949,5.31949,5.31949,2.18589,205.611,62.1609,10.1165,5.0,B1Ce1Rh3,221,1,7.544664545272792e-29
